event_id,venta_id,cliente_nombre,plataforma,metodo_pago,total,riesgo_fraude,event_timestamp,batch_id
EVT-001240,V34685,Pablo Guillén Aguilar,PS5,Plin,249.9,0.89,2026-05-12 00:51:56,20
EVT-001207,V06578,Sol Pozo Company,PS5,Efectivo,299.9,0.88,2026-05-12 00:51:52,20
EVT-001212,V46724,Jovita Amor,PC,Plin,239.9,0.88,2026-05-12 00:51:53,20
EVT-001203,V16697,Azahar Conde Haro,Xbox,Tarjeta Débito,359.8,0.87,2026-05-12 00:51:52,20
EVT-001197,V07157,Carla Antón Carbonell,PS5,Yape,439.8,0.85,2026-05-12 00:51:51,20
EVT-001245,V32977,Ligia del Pont,Switch,Plin,249.9,0.84,2026-05-12 00:51:57,20
EVT-001250,V11966,Vito Sabater,Switch,Tarjeta Crédito,259.8,0.84,2026-05-12 00:51:57,20
EVT-001246,V15826,Isabel Amorós-Llorens,PS5,Tarjeta Débito,229.9,0.83,2026-05-12 00:51:57,20
EVT-001272,V41946,Anabel Báez Marti,PS5,Efectivo,289.9,0.81,2026-05-12 00:52:00,20
EVT-001200,V41184,Vicenta Guillén,PS5,Tarjeta Débito,219.9,0.8,2026-05-12 00:51:52,20
EVT-001228,V27748,Trinidad Llano Guerrero,Xbox,Tarjeta Débito,439.8,0.79,2026-05-12 00:51:55,20
EVT-001255,V42110,Ciriaco del Cabañas,PC,Yape,229.9,0.79,2026-05-12 00:51:58,20
EVT-001201,V13067,Micaela Calleja-Nicolás,PS5,Yape,539.8,0.77,2026-05-12 00:51:52,20
EVT-001263,V47910,María Carmen Figueras Pomares,PS5,Efectivo,659.7,0.77,2026-05-12 00:51:59,20
EVT-001222,V11987,José Roma Quevedo,Switch,Efectivo,279.9,0.76,2026-05-12 00:51:54,20
EVT-001261,V00125,Jose Angel Bonilla Ruano,PS5,Yape,219.9,0.76,2026-05-12 00:51:59,20
EVT-001216,V22297,Toño Ariño Madrigal,Switch,Efectivo,249.9,0.75,2026-05-12 00:51:53,20
