event_id,venta_id,cliente_nombre,plataforma,metodo_pago,total,riesgo_fraude,event_timestamp,batch_id
EVT-000568,V30240,Dulce Palomo Bolaños,PS5,Plin,599.8,0.95,2026-05-12 00:50:32,16
EVT-000795,V38252,Mario Yáñez-Aragón,PS5,Tarjeta Crédito,779.7,0.95,2026-05-12 00:51:01,16
EVT-000437,V45599,Celestina Amor Cárdenas,Xbox,Tarjeta Débito,479.8,0.94,2026-05-12 00:50:17,16
EVT-000709,V25943,María Manuela Cabezas Mármol,PS5,Efectivo,219.9,0.94,2026-05-12 00:50:51,16
EVT-000745,V26866,Paz Serna Montoya,PS5,Tarjeta Débito,689.7,0.94,2026-05-12 00:50:55,16
EVT-000752,V16825,Jennifer Piquer-Mora,Switch,Tarjeta Débito,479.8,0.94,2026-05-12 00:50:56,16
EVT-000866,V17091,Alfonso Cabello-Olivares,PC,Plin,229.9,0.94,2026-05-12 00:51:11,16
EVT-000886,V11026,Graciano Maxi Valverde Marin,Switch,Tarjeta Crédito,459.8,0.94,2026-05-12 00:51:13,16
EVT-000550,V06063,Adriana Roldán Teruel,PS5,Tarjeta Crédito,299.9,0.93,2026-05-12 00:50:30,16
EVT-000644,V11686,Octavia Rosales-Borrego,Switch,Plin,279.9,0.93,2026-05-12 00:50:41,16
EVT-000691,V07569,Baldomero Esteve Torralba,PS5,Tarjeta Crédito,439.8,0.93,2026-05-12 00:50:49,16
EVT-000743,V34393,Armando Cerro Robles,Xbox,Yape,439.8,0.93,2026-05-12 00:50:55,16
EVT-000747,V47736,Tania Amaya,Switch,Tarjeta Débito,499.8,0.93,2026-05-12 00:50:55,16
EVT-000924,V35990,Ildefonso Carretero-Caro,PS5,Tarjeta Crédito,229.9,0.93,2026-05-12 00:51:18,16
EVT-000479,V04382,Valentina Quero Agudo,PS5,Tarjeta Débito,439.8,0.92,2026-05-12 00:50:22,16
EVT-000526,V17099,Ramona Alcántara-Bueno,PS5,Yape,229.9,0.92,2026-05-12 00:50:27,16
EVT-000539,V26277,Aurora Cáceres Jimenez,Switch,Tarjeta Crédito,499.8,0.92,2026-05-12 00:50:29,16
EVT-000545,V09390,Evita Verdejo,PS5,Efectivo,249.9,0.92,2026-05-12 00:50:29,16
EVT-000551,V20020,Clarisa Bertrán-Ángel,Xbox,Yape,499.8,0.92,2026-05-12 00:50:30,16
EVT-000580,V37494,Berta de Córdoba,PS5,Tarjeta Crédito,189.9,0.92,2026-05-12 00:50:33,16
EVT-000610,V21250,Felipa Vicens,PC,Yape,439.8,0.92,2026-05-12 00:50:37,16
EVT-000665,V42243,Ceferino Osorio Lorenzo,PC,Tarjeta Débito,259.9,0.92,2026-05-12 00:50:44,16
EVT-000683,V43484,Marcelino Roda Vilalta,PS5,Tarjeta Crédito,289.9,0.92,2026-05-12 00:50:48,16
EVT-000885,V31331,Hugo Chamorro-Peláez,Switch,Plin,279.9,0.92,2026-05-12 00:51:13,16
EVT-000939,V00438,Mariana del Briones,PS5,Tarjeta Crédito,439.8,0.92,2026-05-12 00:51:20,16
EVT-000947,V49078,Iván Cámara Cuevas,PC,Yape,259.8,0.92,2026-05-12 00:51:21,16
EVT-000593,V32166,Berta de Córdoba,Switch,Efectivo,229.9,0.91,2026-05-12 00:50:35,16
EVT-000609,V43927,María Carmen Figueras Pomares,PS5,Yape,289.9,0.91,2026-05-12 00:50:37,16
EVT-000615,V03525,Rufina Caridad Vélez Nuñez,PS5,Tarjeta Débito,249.9,0.91,2026-05-12 00:50:37,16
EVT-000697,V20312,Angélica Clemente Niño,PS5,Yape,229.9,0.91,2026-05-12 00:50:50,16
EVT-000722,V48312,Nico Ibán Morata Abascal,PS5,Plin,229.9,0.91,2026-05-12 00:50:53,16
EVT-000768,V18432,Ildefonso Carretero-Caro,PS5,Yape,239.9,0.91,2026-05-12 00:50:58,16
EVT-000845,V09730,Melania Romeu Arnal,PS5,Plin,219.9,0.91,2026-05-12 00:51:08,16
EVT-000904,V17413,Leonor Peñalver Luján,PS5,Tarjeta Crédito,239.9,0.91,2026-05-12 00:51:16,16
EVT-000931,V26569,Bernarda Pedrosa Montaña,Xbox,Tarjeta Débito,259.8,0.91,2026-05-12 00:51:19,16
EVT-000966,V00400,Candelaria Montes Silva,Xbox,Yape,539.7,0.91,2026-05-12 00:51:23,16
EVT-000464,V16585,Olga Menendez Benitez,Switch,Tarjeta Débito,399.8,0.9,2026-05-12 00:50:20,16
EVT-000486,V39458,Armando Cerro Robles,Switch,Yape,399.8,0.9,2026-05-12 00:50:23,16
EVT-000681,V29324,Zaida Godoy Rojas,PS5,Tarjeta Crédito,219.9,0.9,2026-05-12 00:50:48,16
EVT-000818,V02615,Lorenza Ripoll-Pou,PS5,Yape,499.8,0.9,2026-05-12 00:51:04,16
EVT-000837,V25514,Leonor Zurita Vendrell,Switch,Yape,129.9,0.9,2026-05-12 00:51:07,16
EVT-000505,V10700,Yéssica de Artigas,Switch,Plin,499.8,0.89,2026-05-12 00:50:25,16
EVT-000524,V07853,Lisandro Moisés Ramis Barba,PS5,Efectivo,299.9,0.89,2026-05-12 00:50:27,16
EVT-000569,V43922,Adalberto Sanmiguel Vilaplana,PC,Efectivo,239.9,0.89,2026-05-12 00:50:32,16
EVT-000642,V20345,Emelina Olivares Díaz,Xbox,Tarjeta Crédito,189.9,0.89,2026-05-12 00:50:41,16
EVT-000666,V22029,Dolores de Querol,Xbox,Efectivo,219.9,0.89,2026-05-12 00:50:46,16
EVT-000824,V38569,Eugenio Gimenez Bolaños,PS5,Tarjeta Débito,499.8,0.89,2026-05-12 00:51:05,16
EVT-000836,V18211,Narcisa Barón-Montaña,PS5,Yape,219.9,0.89,2026-05-12 00:51:07,16
EVT-000858,V40377,Paloma Jara,PS5,Tarjeta Crédito,239.9,0.89,2026-05-12 00:51:10,16
EVT-000906,V25906,Florina Camps Arana,PS5,Plin,249.9,0.89,2026-05-12 00:51:16,16
EVT-000444,V08281,Purificación Viña Puga,PC,Tarjeta Débito,459.8,0.88,2026-05-12 00:50:18,16
EVT-000564,V28153,Juan Tenorio Vergara,PS5,Yape,499.8,0.88,2026-05-12 00:50:32,16
EVT-000613,V06682,Galo Riquelme Canals,PS5,Plin,299.9,0.88,2026-05-12 00:50:37,16
EVT-000630,V09959,Guiomar Campillo Reig,PS5,Tarjeta Crédito,239.9,0.88,2026-05-12 00:50:39,16
EVT-000713,V08564,Adriana Roldán Teruel,PC,Plin,719.7,0.88,2026-05-12 00:50:52,16
EVT-000735,V38866,Selena Priscila Ojeda García,PS5,Efectivo,439.8,0.88,2026-05-12 00:50:54,16
EVT-000908,V20774,María Carmen Figueras Pomares,PS5,Plin,299.9,0.88,2026-05-12 00:51:16,16
EVT-000934,V06931,Galo Riquelme Canals,PS5,Plin,539.8,0.88,2026-05-12 00:51:19,16
EVT-000500,V02980,Mireia Bautista Naranjo,PS5,Tarjeta Crédito,659.7,0.87,2026-05-12 00:50:24,16
EVT-000788,V42515,Isabel Rivero,PS5,Tarjeta Crédito,459.8,0.87,2026-05-12 00:51:00,16
EVT-000991,V43428,Ovidio del Corbacho,Switch,Yape,499.8,0.87,2026-05-12 00:51:26,16
EVT-000541,V24434,Albano Herranz Farré,PC,Tarjeta Débito,189.9,0.86,2026-05-12 00:50:29,16
EVT-000627,V42042,Aurelio Canet Dávila,Switch,Plin,199.9,0.86,2026-05-12 00:50:39,16
EVT-000798,V23247,Juan Tenorio Vergara,PC,Plin,229.9,0.86,2026-05-12 00:51:02,16
EVT-000918,V31847,Luz de Plaza,PS5,Tarjeta Crédito,239.9,0.86,2026-05-12 00:51:17,16
EVT-000936,V01694,Amador Bautista Gómez,Switch,Tarjeta Crédito,199.9,0.86,2026-05-12 00:51:20,16
EVT-000431,V01403,Armando Cerro Robles,Switch,Yape,259.9,0.85,2026-05-12 00:50:16,16
EVT-000450,V20791,Isidoro Ribas Lobo,PS5,Tarjeta Crédito,179.9,0.85,2026-05-12 00:50:19,16
EVT-000451,V46031,Juan Antonio Beltran Andrade,Xbox,Efectivo,219.9,0.85,2026-05-12 00:50:19,16
EVT-000556,V48280,Vasco Baquero Rocha,PS5,Yape,659.7,0.85,2026-05-12 00:50:31,16
EVT-000557,V49762,Imelda Portillo-Gual,PC,Tarjeta Débito,439.8,0.85,2026-05-12 00:50:31,16
EVT-000656,V34314,Isabel Amorós-Llorens,Switch,Yape,199.9,0.85,2026-05-12 00:50:43,16
EVT-000672,V11528,Jacobo de Garmendia,PS5,Tarjeta Crédito,289.9,0.85,2026-05-12 00:50:46,16
EVT-000742,V10165,Javiera Fuentes Vall,PS5,Tarjeta Débito,539.8,0.85,2026-05-12 00:50:55,16
EVT-000872,V35982,Cirino Pinto-Carvajal,PS5,Plin,599.8,0.85,2026-05-12 00:51:11,16
EVT-000957,V21411,Tatiana Serra Carretero,Switch,Tarjeta Crédito,129.9,0.85,2026-05-12 00:51:22,16
EVT-000529,V26481,Isaac Marquez,Switch,Yape,239.9,0.84,2026-05-12 00:50:28,16
EVT-000540,V45306,Lupe Jerez Pombo,PS5,Plin,459.8,0.84,2026-05-12 00:50:29,16
EVT-000553,V18963,Geraldo Gomez,PS4,Tarjeta Débito,519.8,0.84,2026-05-12 00:50:30,16
EVT-000719,V22057,Luis Ángel Jordán Rueda,PS5,Plin,299.9,0.84,2026-05-12 00:50:52,16
EVT-000840,V23718,Olimpia Pulido Vergara,PC,Tarjeta Débito,239.9,0.84,2026-05-12 00:51:07,16
