event_id,venta_id,cliente_nombre,plataforma,metodo_pago,total,riesgo_fraude,event_timestamp,batch_id
EVT-000152,V06297,Jacobo de Garmendia,PS5,Yape,239.9,0.95,2026-05-12 00:30:33,12
EVT-000190,V09865,Pilar Quevedo Moliner,Xbox,Yape,129.9,0.95,2026-05-12 00:30:37,12
EVT-000268,V37732,Natanael Olmedo,PC,Yape,499.8,0.95,2026-05-12 00:30:45,12
EVT-000428,V20660,Gracia de Parejo,PS5,Efectivo,299.9,0.95,2026-05-12 00:31:03,12
EVT-000109,V42329,Emperatriz Larrañaga-Vélez,Xbox,Plin,379.8,0.94,2026-05-12 00:30:25,12
EVT-000209,V34259,Caridad Tamarit-Serra,Switch,Plin,279.9,0.94,2026-05-12 00:30:39,12
EVT-000335,V00707,Leyre Olmo Bou,PS5,Tarjeta Débito,289.9,0.94,2026-05-12 00:30:53,12
EVT-000403,V42336,Alberto Elorza Redondo,Switch,Plin,459.8,0.94,2026-05-12 00:31:00,12
EVT-000499,V07808,Rita Nicolau Castro,PS5,Tarjeta Débito,239.9,0.94,2026-05-12 00:31:11,12
EVT-000071,V37116,Gustavo Gastón Diéguez Alcalá,PS5,Efectivo,189.9,0.93,2026-05-12 00:30:21,12
EVT-000130,V14082,Nacho Bravo Herrero,PS4,Yape,539.8,0.93,2026-05-12 00:30:29,12
EVT-000336,V32367,Toño Fiol Rodríguez,PS5,Efectivo,749.7,0.93,2026-05-12 00:30:53,12
EVT-000354,V42426,Alcides Pepe Vázquez Lucena,Switch,Tarjeta Crédito,399.8,0.93,2026-05-12 00:30:55,12
EVT-000310,V10940,Alex Rius Bastida,PS5,Yape,249.9,0.92,2026-05-12 00:30:50,12
EVT-000483,V39631,Ariel Ribera-Castell,PS5,Tarjeta Crédito,219.9,0.92,2026-05-12 00:31:09,12
EVT-000098,V44873,Rogelio del Escribano,PS5,Tarjeta Débito,299.9,0.91,2026-05-12 00:30:24,12
EVT-000205,V30446,Rocío Ramos Mínguez,PS5,Plin,219.9,0.91,2026-05-12 00:30:39,12
EVT-000240,V36881,León Vicens Camino,PS5,Efectivo,299.9,0.91,2026-05-12 00:30:42,12
EVT-000264,V47651,Begoña Barberá Sainz,PS5,Yape,229.9,0.91,2026-05-12 00:30:45,12
EVT-000348,V06267,Isaac Marquez,PS5,Efectivo,219.9,0.91,2026-05-12 00:30:54,12
EVT-000460,V09257,Vanesa Robledo Santamaria,PS5,Tarjeta Débito,869.7,0.91,2026-05-12 00:31:06,12
EVT-000094,V00716,Nazaret Casanovas Fortuny,PC,Plin,359.8,0.9,2026-05-12 00:30:23,12
EVT-000230,V38963,Emma Expósito,Switch,Yape,239.9,0.9,2026-05-12 00:30:41,12
EVT-000387,V49633,Tatiana Serra Carretero,PS5,Tarjeta Crédito,579.8,0.9,2026-05-12 00:30:58,12
EVT-000493,V10554,Victorino Mena Burgos,PC,Tarjeta Débito,539.7,0.9,2026-05-12 00:31:10,12
EVT-000114,V49906,Esteban Corbacho,Switch,Efectivo,499.8,0.89,2026-05-12 00:30:26,12
EVT-000165,V44492,Ana Maldonado Salom,Switch,Efectivo,279.9,0.89,2026-05-12 00:30:34,12
EVT-000177,V39127,Lourdes Seco Benavente,Switch,Tarjeta Débito,599.7,0.89,2026-05-12 00:30:36,12
EVT-000183,V47933,Eva Salas Andres,PS5,Tarjeta Crédito,809.7,0.89,2026-05-12 00:30:36,12
EVT-000195,V37457,Albina Lorenzo,PC,Efectivo,439.8,0.89,2026-05-12 00:30:38,12
EVT-000204,V41788,Tatiana Serra Carretero,PS5,Tarjeta Crédito,249.9,0.89,2026-05-12 00:30:39,12
EVT-000219,V10822,Marcelino Roda Vilalta,PC,Yape,219.9,0.89,2026-05-12 00:30:40,12
EVT-000221,V09858,Joaquina Varela-Urrutia,Switch,Plin,239.9,0.89,2026-05-12 00:30:40,12
EVT-000235,V29363,Ligia del Pont,PS5,Efectivo,229.9,0.89,2026-05-12 00:30:42,12
EVT-000260,V33403,Andrés Felipe de Cárdenas,PC,Efectivo,179.9,0.89,2026-05-12 00:30:44,12
