message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V25735,2026-05-11 00:54:37.381,EVT-000072,pago_aprobado,2026-05-11 00:54:37,V25735,C219,JV007,Xbox,Tarjeta Débito,José,249.9,1,249.9,desconocido,Normal,Desconocido,0.07,False,2026-05-11 00:54:57.999,3
V45097,2026-05-11 00:54:37.481,EVT-000073,pago_aprobado,2026-05-11 00:54:37,V45097,C075,JV015,Switch,Efectivo,José,239.9,2,479.8,desconocido,Normal,Desconocido,0.84,True,2026-05-11 00:54:57.999,3
V47528,2026-05-11 00:54:37.582,EVT-000074,venta_cancelada,2026-05-11 00:54:37,V47528,C242,JV020,PS4,Tarjeta Crédito,Luis,179.9,1,179.9,desconocido,Normal,Desconocido,0.79,True,2026-05-11 00:54:57.999,3
V20353,2026-05-11 00:54:37.683,EVT-000075,venta_confirmada,2026-05-11 00:54:37,V20353,C082,JV015,Switch,Efectivo,Luis,239.9,1,239.9,desconocido,Normal,Desconocido,0.83,True,2026-05-11 00:54:57.999,3
V08946,2026-05-11 00:54:37.784,EVT-000076,venta_confirmada,2026-05-11 00:54:37,V08946,C427,JV010,Xbox,Yape,Carlos,229.9,1,229.9,desconocido,Normal,Desconocido,0.91,True,2026-05-11 00:54:57.999,3
V48939,2026-05-11 00:54:37.884,EVT-000077,pago_aprobado,2026-05-11 00:54:37,V48939,C468,JV009,PS5,Efectivo,Carlos,199.9,1,199.9,desconocido,Normal,Desconocido,0.09,False,2026-05-11 00:54:57.999,3
V02634,2026-05-11 00:54:37.991,EVT-000078,venta_completada,2026-05-11 00:54:37,V02634,C462,JV006,Xbox,Tarjeta Débito,Luis,219.9,1,219.9,desconocido,Normal,Desconocido,0.84,True,2026-05-11 00:54:57.999,3
V35990,2026-05-11 00:54:38.092,EVT-000079,venta_creada,2026-05-11 00:54:38,V35990,C168,JV010,PS4,Tarjeta Crédito,Carlos,229.9,1,229.9,desconocido,Normal,Desconocido,0.46,False,2026-05-11 00:54:57.999,3
V26813,2026-05-11 00:54:38.192,EVT-000080,venta_creada,2026-05-11 00:54:38,V26813,C245,JV014,PS4,Plin,Carlos,259.9,1,259.9,desconocido,Normal,Desconocido,0.62,False,2026-05-11 00:54:57.999,3
V30886,2026-05-11 00:54:38.293,EVT-000081,pago_aprobado,2026-05-11 00:54:38,V30886,C066,JV019,PS5,Efectivo,Carlos,249.9,1,249.9,desconocido,Normal,Desconocido,0.72,False,2026-05-11 00:54:57.999,3
V47818,2026-05-11 00:54:38.394,EVT-000082,pago_aprobado,2026-05-11 00:54:38,V47818,C206,JV012,PC,Yape,Carlos,189.9,1,189.9,desconocido,Normal,Desconocido,0.47,False,2026-05-11 00:54:57.999,3
V20005,2026-05-11 00:54:38.495,EVT-000083,venta_creada,2026-05-11 00:54:38,V20005,C394,JV019,Switch,Efectivo,Ana,249.9,1,249.9,desconocido,Normal,Desconocido,0.5,False,2026-05-11 00:54:57.999,3
V06059,2026-05-11 00:54:38.595,EVT-000084,venta_confirmada,2026-05-11 00:54:38,V06059,C154,JV018,Xbox,Tarjeta Débito,Ana,129.9,2,259.8,desconocido,Normal,Desconocido,0.1,False,2026-05-11 00:54:57.999,3
V07876,2026-05-11 00:54:38.696,EVT-000085,venta_creada,2026-05-11 00:54:38,V07876,C311,JV011,Switch,Tarjeta Crédito,María,219.9,1,219.9,desconocido,Normal,Desconocido,0.24,False,2026-05-11 00:54:57.999,3
V06203,2026-05-11 00:54:38.797,EVT-000086,venta_creada,2026-05-11 00:54:38,V06203,C131,JV019,Xbox,Tarjeta Crédito,José,249.9,1,249.9,desconocido,Normal,Desconocido,0.16,False,2026-05-11 00:54:57.999,3
V08280,2026-05-11 00:54:38.898,EVT-000087,venta_completada,2026-05-11 00:54:38,V08280,C156,JV017,PS4,Tarjeta Crédito,José,219.9,3,659.7,desconocido,Normal,Desconocido,0.11,False,2026-05-11 00:54:57.999,3
V43970,2026-05-11 00:54:38.999,EVT-000088,venta_confirmada,2026-05-11 00:54:38,V43970,C445,JV010,PS4,Yape,Ana,229.9,2,459.8,desconocido,Normal,Desconocido,0.7,False,2026-05-11 00:54:57.999,3
V00994,2026-05-11 00:54:39.100,EVT-000089,venta_confirmada,2026-05-11 00:54:39,V00994,C083,JV004,Xbox,Tarjeta Débito,Luis,279.9,1,279.9,desconocido,Normal,Desconocido,0.9,True,2026-05-11 00:54:57.999,3
V07077,2026-05-11 00:54:39.201,EVT-000090,venta_confirmada,2026-05-11 00:54:39,V07077,C488,JV006,Xbox,Efectivo,María,219.9,2,439.8,desconocido,Normal,Desconocido,0.21,False,2026-05-11 00:54:57.999,3
V07949,2026-05-11 00:54:39.302,EVT-000091,venta_confirmada,2026-05-11 00:54:39,V07949,C304,JV008,Xbox,Plin,Ana,239.9,3,719.7,desconocido,Normal,Desconocido,0.57,False,2026-05-11 00:54:57.999,3
V31709,2026-05-11 00:54:39.403,EVT-000092,venta_completada,2026-05-11 00:54:39,V31709,C178,JV017,PS4,Yape,Ana,219.9,1,219.9,desconocido,Normal,Desconocido,0.47,False,2026-05-11 00:54:57.999,3
V38124,2026-05-11 00:54:39.516,EVT-000093,pago_aprobado,2026-05-11 00:54:39,V38124,C073,JV019,Switch,Tarjeta Crédito,María,249.9,2,499.8,desconocido,Normal,Desconocido,0.92,True,2026-05-11 00:54:57.999,3
V10800,2026-05-11 00:54:39.622,EVT-000094,pago_aprobado,2026-05-11 00:54:39,V10800,C404,JV005,PS5,Yape,Carlos,299.9,1,299.9,desconocido,Normal,Desconocido,0.69,False,2026-05-11 00:54:57.999,3
V33976,2026-05-11 00:54:39.723,EVT-000095,venta_creada,2026-05-11 00:54:39,V33976,C396,JV004,Switch,Tarjeta Crédito,Luis,279.9,1,279.9,desconocido,Normal,Desconocido,0.68,False,2026-05-11 00:54:57.999,3
V16354,2026-05-11 00:54:39.824,EVT-000096,venta_completada,2026-05-11 00:54:39,V16354,C341,JV009,PC,Tarjeta Débito,Ana,199.9,1,199.9,desconocido,Normal,Desconocido,0.63,False,2026-05-11 00:54:57.999,3
