message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V32789,2026-05-12 00:52:20.070,EVT-001442,pago_aprobado,2026-05-12 00:52:20,V32789,C0005,JV010,PC,Plin,José,229.9,1,229.9,Adelaida Luz Checa Roca,Gold,SJL,0.86,True,2026-05-12 00:52:30.012,23
V01216,2026-05-12 00:52:20.171,EVT-001443,venta_completada,2026-05-12 00:52:20,V01216,C0022,JV016,PS5,Efectivo,Carlos,289.9,3,869.7,Dulce Palomo Bolaños,Platinum,Breña,0.15,False,2026-05-12 00:52:30.012,23
V07756,2026-05-12 00:52:20.271,EVT-001444,envio_preparado,2026-05-12 00:52:20,V07756,C0376,JV016,PS5,Tarjeta Débito,Luis,289.9,2,579.8,Jordi Azorin Talavera,Básico,Jesús María,0.06,False,2026-05-12 00:52:30.012,23
V23873,2026-05-12 00:52:20.373,EVT-001445,envio_preparado,2026-05-12 00:52:20,V23873,C0228,JV019,Switch,Plin,Ana,249.9,1,249.9,Eva Salas Andres,Platinum,Surco,0.66,False,2026-05-12 00:52:30.012,23
V09952,2026-05-12 00:52:20.481,EVT-001446,pago_aprobado,2026-05-12 00:52:20,V09952,C0294,JV004,Switch,Tarjeta Débito,María,279.9,2,559.8,Zaida Godoy Rojas,Básico,San Isidro,0.33,False,2026-05-12 00:52:30.012,23
V39041,2026-05-12 00:52:20.583,EVT-001447,venta_confirmada,2026-05-12 00:52:20,V39041,C0091,JV001,PS5,Plin,José,299.9,1,299.9,Azahara Mesa Perera,Platinum,Surco,0.53,False,2026-05-12 00:52:30.012,23
V09452,2026-05-12 00:52:20.684,EVT-001448,venta_creada,2026-05-12 00:52:20,V09452,C0405,JV009,Switch,Plin,Ana,199.9,1,199.9,Victorino Mena Burgos,Silver,San Borja,0.64,False,2026-05-12 00:52:30.012,23
V14472,2026-05-12 00:52:20.785,EVT-001449,venta_completada,2026-05-12 00:52:20,V14472,C0298,JV019,Switch,Plin,José,249.9,2,499.8,Moreno Rodriguez Ferrer,Gold,Lince,0.57,False,2026-05-12 00:52:30.012,23
V48532,2026-05-12 00:52:20.887,EVT-001450,envio_preparado,2026-05-12 00:52:20,V48532,C0080,JV006,PS5,Tarjeta Crédito,José,219.9,1,219.9,Luciano Toledo Valverde,Silver,San Isidro,0.23,False,2026-05-12 00:52:30.012,23
V29833,2026-05-12 00:52:20.988,EVT-001451,venta_creada,2026-05-12 00:52:20,V29833,C0423,JV005,PS5,Plin,Luis,299.9,2,599.8,Ascensión Carpio Real,Básico,Lince,0.51,False,2026-05-12 00:52:30.012,23
V13699,2026-05-12 00:52:21.092,EVT-001452,envio_preparado,2026-05-12 00:52:21,V13699,C0482,JV017,PC,Efectivo,María,219.9,1,219.9,Pancho Bonilla Calderon,Silver,Surquillo,0.9,True,2026-05-12 00:52:30.012,23
V48008,2026-05-12 00:52:21.194,EVT-001453,envio_preparado,2026-05-12 00:52:21,V48008,C0412,JV003,Switch,Tarjeta Débito,María,229.9,1,229.9,David Ruperto Gual Aguilar,Platinum,Breña,0.2,False,2026-05-12 00:52:30.012,23
