message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V22603,2026-05-12 00:51:26.978,EVT-000999,venta_completada,2026-05-12 00:51:26,V22603,C0248,JV017,Xbox,Tarjeta Débito,Carlos,219.9,1,219.9,Flora Ballester Paz,Silver,Breña,0.95,True,2026-05-12 00:51:37.205,17
V05791,2026-05-12 00:51:27.082,EVT-001000,pago_aprobado,2026-05-12 00:51:27,V05791,C0078,JV004,Switch,Yape,Luis,279.9,3,839.7,Blas Sancho Gonzalo,Silver,San Borja,0.74,False,2026-05-12 00:51:37.205,17
V41140,2026-05-12 00:51:27.191,EVT-001001,venta_confirmada,2026-05-12 00:51:27,V41140,C0134,JV006,PS5,Efectivo,José,219.9,1,219.9,Gabino Soler Mármol,Gold,Comas,0.28,False,2026-05-12 00:51:37.205,17
V48355,2026-05-12 00:51:27.298,EVT-001002,venta_creada,2026-05-12 00:51:27,V48355,C0166,JV007,PS5,Yape,Ana,249.9,1,249.9,Dani del Balaguer,Gold,Los Olivos,0.11,False,2026-05-12 00:51:37.205,17
V47176,2026-05-12 00:51:27.403,EVT-001003,venta_creada,2026-05-12 00:51:27,V47176,C0207,JV001,PS4,Yape,Ana,299.9,1,299.9,Severino Narváez Acero,Platinum,Comas,0.43,False,2026-05-12 00:51:37.205,17
V42029,2026-05-12 00:51:27.505,EVT-001004,venta_confirmada,2026-05-12 00:51:27,V42029,C0389,JV010,Xbox,Efectivo,María,229.9,2,459.8,Camilo Báez,Básico,Callao,0.32,False,2026-05-12 00:51:37.205,17
V43836,2026-05-12 00:51:27.641,EVT-001005,venta_creada,2026-05-12 00:51:27,V43836,C0229,JV006,PS5,Tarjeta Débito,Carlos,219.9,1,219.9,Emma Expósito,Gold,La Molina,0.75,True,2026-05-12 00:51:37.205,17
V49899,2026-05-12 00:51:27.742,EVT-001006,venta_confirmada,2026-05-12 00:51:27,V49899,C0440,JV013,PS5,Plin,María,269.9,1,269.9,Ale Tormo-Duarte,Platinum,SJL,0.64,False,2026-05-12 00:51:37.205,17
V02122,2026-05-12 00:51:27.897,EVT-001007,pago_aprobado,2026-05-12 00:51:27,V02122,C0500,JV005,PS5,Efectivo,Luis,299.9,3,899.7,Luis Ángel de Giralt,Básico,Surco,0.2,False,2026-05-12 00:51:37.205,17
V24134,2026-05-12 00:51:28.009,EVT-001008,venta_cancelada,2026-05-12 00:51:28,V24134,C0197,JV001,PS5,Tarjeta Débito,María,299.9,1,299.9,Alma Marco Ochoa,Platinum,Surquillo,0.92,True,2026-05-12 00:51:37.205,17
V26557,2026-05-12 00:51:28.111,EVT-001009,envio_preparado,2026-05-12 00:51:28,V26557,C0008,JV005,PS5,Yape,Carlos,299.9,1,299.9,Juan Tenorio Vergara,Gold,Breña,0.27,False,2026-05-12 00:51:37.205,17
V44644,2026-05-12 00:51:28.237,EVT-001010,envio_preparado,2026-05-12 00:51:28,V44644,C0205,JV015,Xbox,Plin,José,239.9,2,479.8,Narcisa Barón-Montaña,Silver,Surquillo,0.8,True,2026-05-12 00:51:37.205,17
V04226,2026-05-12 00:51:28.394,EVT-001011,pago_aprobado,2026-05-12 00:51:28,V04226,C0147,JV009,Switch,Tarjeta Débito,Carlos,199.9,3,599.7,Olimpia Pulido Vergara,Gold,SJL,0.87,True,2026-05-12 00:51:37.205,17
V15873,2026-05-12 00:51:28.527,EVT-001012,pago_aprobado,2026-05-12 00:51:28,V15873,C0224,JV006,PC,Efectivo,Luis,219.9,2,439.8,Purificación Viña Puga,Platinum,San Miguel,0.72,False,2026-05-12 00:51:37.205,17
V10890,2026-05-12 00:51:28.668,EVT-001013,venta_creada,2026-05-12 00:51:28,V10890,C0320,JV014,PS4,Tarjeta Débito,María,259.9,2,519.8,León de Tamarit,Silver,Comas,0.11,False,2026-05-12 00:51:37.205,17
V08507,2026-05-12 00:51:28.809,EVT-001014,envio_preparado,2026-05-12 00:51:28,V08507,C0276,JV011,PS5,Tarjeta Débito,Ana,219.9,1,219.9,Amarilis Acuña Azorin,Gold,Lince,0.08,False,2026-05-12 00:51:37.205,17
V42391,2026-05-12 00:51:28.944,EVT-001015,pago_aprobado,2026-05-12 00:51:28,V42391,C0069,JV020,PS5,Tarjeta Débito,Carlos,179.9,1,179.9,Constanza Mendizábal,Gold,Los Olivos,0.65,False,2026-05-12 00:51:37.205,17
V42870,2026-05-12 00:51:29.055,EVT-001016,venta_completada,2026-05-12 00:51:29,V42870,C0387,JV016,PS5,Tarjeta Débito,María,289.9,2,579.8,Jennifer Piquer-Mora,Silver,San Isidro,0.79,True,2026-05-12 00:51:37.205,17
V42879,2026-05-12 00:51:29.216,EVT-001017,venta_creada,2026-05-12 00:51:29,V42879,C0335,JV002,PS5,Plin,Luis,249.9,1,249.9,Agapito Carnero Saldaña,Silver,Los Olivos,0.6,False,2026-05-12 00:51:37.205,17
V26044,2026-05-12 00:51:29.498,EVT-001018,pago_aprobado,2026-05-12 00:51:29,V26044,C0149,JV004,Switch,Efectivo,Luis,279.9,1,279.9,Saturnina Bueno Llamas,Gold,San Miguel,0.16,False,2026-05-12 00:51:37.205,17
V09499,2026-05-12 00:51:29.619,EVT-001019,venta_confirmada,2026-05-12 00:51:29,V09499,C0486,JV005,PS5,Tarjeta Crédito,Luis,299.9,1,299.9,Maura Quero Ribera,Platinum,Lince,0.25,False,2026-05-12 00:51:37.205,17
V09149,2026-05-12 00:51:29.737,EVT-001020,venta_completada,2026-05-12 00:51:29,V09149,C0132,JV003,Switch,Yape,Luis,229.9,1,229.9,René Corral Mármol,Básico,San Isidro,0.57,False,2026-05-12 00:51:37.205,17
V33911,2026-05-12 00:51:29.845,EVT-001021,venta_creada,2026-05-12 00:51:29,V33911,C0109,JV020,PS5,Yape,José,179.9,2,359.8,Ruperto Manjón,Silver,SJL,0.69,False,2026-05-12 00:51:37.205,17
V29321,2026-05-12 00:51:30.007,EVT-001022,venta_confirmada,2026-05-12 00:51:30,V29321,C0003,JV004,Switch,Tarjeta Débito,José,279.9,1,279.9,Ángela Menéndez Daza,Silver,Miraflores,0.03,False,2026-05-12 00:51:37.205,17
V23534,2026-05-12 00:51:30.213,EVT-001023,pago_aprobado,2026-05-12 00:51:30,V23534,C0172,JV012,Switch,Plin,Carlos,189.9,1,189.9,Isaac Díaz-Román,Platinum,Breña,0.57,False,2026-05-12 00:51:37.205,17
V31477,2026-05-12 00:51:30.378,EVT-001024,venta_confirmada,2026-05-12 00:51:30,V31477,C0001,JV010,PS5,Tarjeta Crédito,Ana,229.9,3,689.7,Amílcar Jerónimo Agudo Godoy,Silver,Comas,0.03,False,2026-05-12 00:51:37.205,17
V09456,2026-05-12 00:51:30.519,EVT-001025,venta_completada,2026-05-12 00:51:30,V09456,C0481,JV010,Xbox,Yape,Carlos,229.9,1,229.9,Manola Cortina Castilla,Básico,Comas,0.67,False,2026-05-12 00:51:37.205,17
V15221,2026-05-12 00:51:30.622,EVT-001026,venta_completada,2026-05-12 00:51:30,V15221,C0184,JV012,PS4,Yape,Luis,189.9,1,189.9,Melania Mas,Platinum,San Borja,0.16,False,2026-05-12 00:51:37.205,17
V03096,2026-05-12 00:51:30.725,EVT-001027,venta_cancelada,2026-05-12 00:51:30,V03096,C0111,JV011,PS5,Plin,Luis,219.9,1,219.9,Isaura Luz Pascual Botella,Platinum,San Borja,0.64,False,2026-05-12 00:51:37.205,17
V19355,2026-05-12 00:51:30.837,EVT-001028,venta_creada,2026-05-12 00:51:30,V19355,C0261,JV010,PS5,Yape,Carlos,229.9,2,459.8,Esmeralda Echeverría,Básico,Los Olivos,0.8,True,2026-05-12 00:51:37.205,17
V41696,2026-05-12 00:51:30.938,EVT-001029,venta_confirmada,2026-05-12 00:51:30,V41696,C0236,JV016,PS5,Tarjeta Crédito,José,289.9,2,579.8,Clotilde Vidal Coronado,Gold,San Isidro,0.78,True,2026-05-12 00:51:37.205,17
V43667,2026-05-12 00:51:31.041,EVT-001030,venta_confirmada,2026-05-12 00:51:31,V43667,C0128,JV019,Switch,Tarjeta Crédito,José,249.9,1,249.9,Vidal Luque Salmerón,Platinum,Jesús María,0.8,True,2026-05-12 00:51:37.205,17
V20882,2026-05-12 00:51:31.143,EVT-001031,venta_completada,2026-05-12 00:51:31,V20882,C0406,JV019,Switch,Tarjeta Débito,María,249.9,1,249.9,Florinda Pascual,Básico,Miraflores,0.18,False,2026-05-12 00:51:37.205,17
V31354,2026-05-12 00:51:31.286,EVT-001032,envio_preparado,2026-05-12 00:51:31,V31354,C0390,JV008,PS5,Tarjeta Crédito,María,239.9,2,479.8,Ruth Gelabert Hidalgo,Silver,Surquillo,0.94,True,2026-05-12 00:51:37.205,17
V43433,2026-05-12 00:51:31.389,EVT-001033,venta_confirmada,2026-05-12 00:51:31,V43433,C0139,JV001,PS5,Tarjeta Débito,Luis,299.9,1,299.9,Gaspar Jaume Quesada,Básico,Surquillo,0.88,True,2026-05-12 00:51:37.205,17
V10453,2026-05-12 00:51:31.503,EVT-001034,venta_creada,2026-05-12 00:51:31,V10453,C0130,JV006,PS5,Tarjeta Crédito,José,219.9,1,219.9,Julia de Lopez,Básico,Comas,0.11,False,2026-05-12 00:51:37.205,17
V33166,2026-05-12 00:51:31.607,EVT-001035,venta_creada,2026-05-12 00:51:31,V33166,C0498,JV017,PS5,Tarjeta Débito,Ana,219.9,2,439.8,Ciriaco del Cabañas,Básico,San Isidro,0.58,False,2026-05-12 00:51:37.205,17
V43287,2026-05-12 00:51:31.709,EVT-001036,venta_completada,2026-05-12 00:51:31,V43287,C0354,JV013,PS5,Efectivo,Luis,269.9,1,269.9,Ligia del Pont,Platinum,Surco,0.37,False,2026-05-12 00:51:37.205,17
V14591,2026-05-12 00:51:31.812,EVT-001037,venta_creada,2026-05-12 00:51:31,V14591,C0326,JV006,Switch,Tarjeta Débito,Ana,219.9,1,219.9,Octavia Rosales-Borrego,Silver,San Borja,0.51,False,2026-05-12 00:51:37.205,17
V42921,2026-05-12 00:51:31.920,EVT-001038,envio_preparado,2026-05-12 00:51:31,V42921,C0370,JV020,Xbox,Efectivo,Carlos,179.9,2,359.8,Luz Ríos,Platinum,Comas,0.09,False,2026-05-12 00:51:37.205,17
V17283,2026-05-12 00:51:32.022,EVT-001039,venta_creada,2026-05-12 00:51:32,V17283,C0241,JV003,PS5,Tarjeta Crédito,Ana,229.9,1,229.9,Etelvina Gil Llorente,Gold,Surco,0.73,False,2026-05-12 00:51:37.205,17
V37972,2026-05-12 00:51:32.123,EVT-001040,venta_creada,2026-05-12 00:51:32,V37972,C0108,JV018,PC,Efectivo,Luis,129.9,2,259.8,Luis Nicolás Guitart Pellicer,Silver,Pueblo Libre,0.44,False,2026-05-12 00:51:37.205,17
V37865,2026-05-12 00:51:32.284,EVT-001041,pago_aprobado,2026-05-12 00:51:32,V37865,C0409,JV014,Switch,Tarjeta Crédito,Carlos,259.9,2,519.8,Vilma Arnal Sanmiguel,Gold,La Molina,0.48,False,2026-05-12 00:51:37.205,17
V09272,2026-05-12 00:51:32.493,EVT-001042,venta_confirmada,2026-05-12 00:51:32,V09272,C0042,JV010,PS5,Tarjeta Crédito,Ana,229.9,1,229.9,Javi Tormo Tur,Gold,San Miguel,0.8,True,2026-05-12 00:51:37.205,17
V37061,2026-05-12 00:51:32.678,EVT-001043,envio_preparado,2026-05-12 00:51:32,V37061,C0178,JV017,PS5,Plin,José,219.9,1,219.9,Carla Antón Carbonell,Gold,SJL,0.05,False,2026-05-12 00:51:37.205,17
V37252,2026-05-12 00:51:32.806,EVT-001044,venta_confirmada,2026-05-12 00:51:32,V37252,C0292,JV017,PC,Yape,Carlos,219.9,3,659.7,Lucas Mayoral Alonso,Platinum,Surco,0.2,False,2026-05-12 00:51:37.205,17
V42348,2026-05-12 00:51:32.906,EVT-001045,venta_creada,2026-05-12 00:51:32,V42348,C0153,JV007,PS5,Tarjeta Débito,María,249.9,3,749.7,Galo Riquelme Canals,Silver,San Isidro,0.04,False,2026-05-12 00:51:37.205,17
V17862,2026-05-12 00:51:33.060,EVT-001046,envio_preparado,2026-05-12 00:51:33,V17862,C0258,JV011,PC,Efectivo,Ana,219.9,2,439.8,Florina de Rico,Gold,Los Olivos,0.9,True,2026-05-12 00:51:37.205,17
V36348,2026-05-12 00:51:33.161,EVT-001047,venta_completada,2026-05-12 00:51:33,V36348,C0112,JV006,Switch,Efectivo,María,219.9,1,219.9,Soledad Serra Carvajal,Platinum,Comas,0.74,False,2026-05-12 00:51:37.205,17
V40070,2026-05-12 00:51:33.262,EVT-001048,pago_aprobado,2026-05-12 00:51:33,V40070,C0297,JV014,Switch,Plin,José,259.9,1,259.9,Serafina Sevilla,Platinum,Los Olivos,0.46,False,2026-05-12 00:51:37.205,17
V01856,2026-05-12 00:51:33.366,EVT-001049,envio_preparado,2026-05-12 00:51:33,V01856,C0460,JV006,PS5,Plin,María,219.9,1,219.9,Melania Romeu Arnal,Básico,Callao,0.46,False,2026-05-12 00:51:37.205,17
