message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V17605,2026-05-12 00:34:37.028,EVT-000001,venta_creada,2026-05-12 00:34:36,V17605,C0109,JV005,PS5,Yape,María,299.9,1,299.9,Ruperto Manjón,Silver,SJL,0.09,False,2026-05-12 00:35:24.139,13
V18663,2026-05-12 00:34:37.133,EVT-000002,venta_confirmada,2026-05-12 00:34:37,V18663,C0233,JV005,PS5,Yape,María,299.9,1,299.9,Mario Yáñez-Aragón,Básico,San Miguel,0.65,False,2026-05-12 00:35:24.139,13
V03237,2026-05-12 00:34:37.235,EVT-000003,venta_cancelada,2026-05-12 00:34:37,V03237,C0091,JV018,Switch,Plin,Luis,129.9,2,259.8,Azahara Mesa Perera,Platinum,Surco,0.71,False,2026-05-12 00:35:24.139,13
V27755,2026-05-12 00:34:37.337,EVT-000004,pago_aprobado,2026-05-12 00:34:37,V27755,C0418,JV011,PS5,Yape,Carlos,219.9,1,219.9,Vito Sabater,Gold,Surquillo,0.85,True,2026-05-12 00:35:24.139,13
V09484,2026-05-12 00:34:37.441,EVT-000005,envio_preparado,2026-05-12 00:34:37,V09484,C0384,JV001,PS4,Efectivo,Luis,299.9,1,299.9,Gracia de Parejo,Silver,Surco,0.55,False,2026-05-12 00:35:24.139,13
V19863,2026-05-12 00:34:37.543,EVT-000006,venta_confirmada,2026-05-12 00:34:37,V19863,C0463,JV018,Switch,Efectivo,Carlos,129.9,3,389.7,Miguel Ángel Rincón Lastra,Silver,Pueblo Libre,0.27,False,2026-05-12 00:35:24.139,13
V42739,2026-05-12 00:34:37.644,EVT-000007,venta_confirmada,2026-05-12 00:34:37,V42739,C0285,JV015,Xbox,Yape,Ana,239.9,1,239.9,María Belén Montoya,Básico,Los Olivos,0.57,False,2026-05-12 00:35:24.139,13
V46453,2026-05-12 00:34:37.745,EVT-000008,venta_confirmada,2026-05-12 00:34:37,V46453,C0275,JV013,PS5,Plin,José,269.9,1,269.9,Horacio Torrents-Sabater,Básico,Surco,0.79,True,2026-05-12 00:35:24.139,13
V18398,2026-05-12 00:34:37.846,EVT-000009,pago_aprobado,2026-05-12 00:34:37,V18398,C0006,JV004,Switch,Tarjeta Crédito,Luis,279.9,1,279.9,Iker Castro Baeza,Gold,Comas,0.48,False,2026-05-12 00:35:24.139,13
V28417,2026-05-12 00:34:37.946,EVT-000010,venta_creada,2026-05-12 00:34:37,V28417,C0490,JV006,Switch,Plin,José,219.9,1,219.9,Carmen Benitez Company,Básico,Lince,0.08,False,2026-05-12 00:35:24.139,13
V38202,2026-05-12 00:34:38.119,EVT-000011,venta_confirmada,2026-05-12 00:34:38,V38202,C0310,JV004,Switch,Tarjeta Crédito,José,279.9,1,279.9,Rosendo de Somoza,Básico,Los Olivos,0.5,False,2026-05-12 00:35:24.139,13
V35748,2026-05-12 00:34:38.219,EVT-000012,pago_aprobado,2026-05-12 00:34:38,V35748,C0113,JV018,PC,Plin,Carlos,129.9,1,129.9,Selena Priscila Ojeda García,Gold,Pueblo Libre,0.44,False,2026-05-12 00:35:24.139,13
V12178,2026-05-12 00:34:38.320,EVT-000013,venta_confirmada,2026-05-12 00:34:38,V12178,C0440,JV016,PS5,Yape,Carlos,289.9,1,289.9,Ale Tormo-Duarte,Platinum,SJL,0.16,False,2026-05-12 00:35:24.139,13
V03417,2026-05-12 00:34:38.420,EVT-000014,venta_cancelada,2026-05-12 00:34:38,V03417,C0018,JV012,PS5,Tarjeta Crédito,Ana,189.9,1,189.9,María Manuela Cabezas Mármol,Básico,San Isidro,0.81,True,2026-05-12 00:35:24.139,13
V44639,2026-05-12 00:34:38.616,EVT-000015,pago_aprobado,2026-05-12 00:34:38,V44639,C0172,JV004,Switch,Yape,Luis,279.9,2,559.8,Isaac Díaz-Román,Platinum,Breña,0.72,False,2026-05-12 00:35:24.139,13
V15113,2026-05-12 00:34:38.717,EVT-000016,venta_completada,2026-05-12 00:34:38,V15113,C0100,JV010,Xbox,Tarjeta Crédito,María,229.9,2,459.8,Amado David Valencia Chaparro,Platinum,La Molina,0.9,True,2026-05-12 00:35:24.139,13
V13013,2026-05-12 00:34:38.818,EVT-000017,venta_creada,2026-05-12 00:34:38,V13013,C0047,JV020,Xbox,Plin,José,179.9,3,539.7,Rufina Caridad Vélez Nuñez,Básico,SJL,0.79,True,2026-05-12 00:35:24.139,13
V13078,2026-05-12 00:34:38.926,EVT-000018,pago_aprobado,2026-05-12 00:34:38,V13078,C0016,JV008,PS5,Efectivo,Carlos,239.9,1,239.9,Carlos de Galvez,Silver,Callao,0.07,False,2026-05-12 00:35:24.139,13
V17391,2026-05-12 00:34:39.027,EVT-000019,venta_creada,2026-05-12 00:34:39,V17391,C0117,JV003,PC,Efectivo,María,229.9,3,689.7,Sebastian Monreal Vaquero,Platinum,Surco,0.32,False,2026-05-12 00:35:24.139,13
V35070,2026-05-12 00:34:39.127,EVT-000020,venta_creada,2026-05-12 00:34:39,V35070,C0219,JV014,Xbox,Tarjeta Débito,Luis,259.9,1,259.9,Piedad Benavides-Alegria,Silver,Breña,0.73,False,2026-05-12 00:35:24.139,13
V42203,2026-05-12 00:34:39.228,EVT-000021,venta_creada,2026-05-12 00:34:39,V42203,C0159,JV001,PS5,Tarjeta Débito,Luis,299.9,1,299.9,Lorenza Ripoll-Pou,Gold,Surquillo,0.94,True,2026-05-12 00:35:24.139,13
V05826,2026-05-12 00:34:39.336,EVT-000022,venta_completada,2026-05-12 00:34:39,V05826,C0466,JV016,PS5,Tarjeta Débito,Ana,289.9,2,579.8,Amador Diéguez-Moreno,Silver,SJL,0.46,False,2026-05-12 00:35:24.139,13
V14642,2026-05-12 00:34:39.480,EVT-000023,envio_preparado,2026-05-12 00:34:39,V14642,C0456,JV012,PC,Tarjeta Débito,Luis,189.9,1,189.9,Abraham Martín Ariza,Gold,Surco,0.75,True,2026-05-12 00:35:24.139,13
V20226,2026-05-12 00:34:39.580,EVT-000024,venta_completada,2026-05-12 00:34:39,V20226,C0214,JV012,PS5,Tarjeta Crédito,José,189.9,2,379.8,Leonor Alvarado Seco,Básico,Surquillo,0.47,False,2026-05-12 00:35:24.139,13
V24594,2026-05-12 00:34:39.681,EVT-000025,venta_confirmada,2026-05-12 00:34:39,V24594,C0093,JV002,PS5,Efectivo,María,249.9,1,249.9,Rebeca Coello Reguera,Básico,San Isidro,0.73,False,2026-05-12 00:35:24.139,13
V31141,2026-05-12 00:34:39.781,EVT-000026,pago_aprobado,2026-05-12 00:34:39,V31141,C0277,JV013,PS4,Yape,José,269.9,1,269.9,Dan de Riera,Platinum,Jesús María,0.22,False,2026-05-12 00:35:24.139,13
V02030,2026-05-12 00:34:39.882,EVT-000027,envio_preparado,2026-05-12 00:34:39,V02030,C0148,JV018,PC,Tarjeta Crédito,Ana,129.9,1,129.9,Zacarías Lluch Leon,Gold,San Isidro,0.65,False,2026-05-12 00:35:24.139,13
V06704,2026-05-12 00:34:39.983,EVT-000028,venta_creada,2026-05-12 00:34:39,V06704,C0428,JV002,Xbox,Yape,Ana,249.9,1,249.9,Raimundo Tur-Palau,Gold,Surco,0.03,False,2026-05-12 00:35:24.139,13
V34375,2026-05-12 00:34:40.125,EVT-000029,venta_confirmada,2026-05-12 00:34:40,V34375,C0367,JV001,PS5,Plin,María,299.9,1,299.9,Felipa Vicens,Silver,Miraflores,0.08,False,2026-05-12 00:35:24.139,13
V10952,2026-05-12 00:34:40.225,EVT-000030,venta_creada,2026-05-12 00:34:40,V10952,C0323,JV009,Switch,Efectivo,Carlos,199.9,1,199.9,Bernardita Marquez-Sureda,Básico,Callao,0.03,False,2026-05-12 00:35:24.139,13
V03111,2026-05-12 00:34:40.391,EVT-000031,venta_completada,2026-05-12 00:34:40,V03111,C0070,JV014,PS5,Efectivo,Carlos,259.9,1,259.9,Tristán Jurado-Querol,Básico,La Molina,0.04,False,2026-05-12 00:35:24.139,13
V06214,2026-05-12 00:34:40.544,EVT-000032,venta_confirmada,2026-05-12 00:34:40,V06214,C0068,JV004,Switch,Tarjeta Débito,José,279.9,1,279.9,Gregorio Álvaro Llobet,Silver,San Miguel,0.05,False,2026-05-12 00:35:24.139,13
V01286,2026-05-12 00:34:40.645,EVT-000033,venta_confirmada,2026-05-12 00:34:40,V01286,C0367,JV005,PS5,Plin,Carlos,299.9,1,299.9,Felipa Vicens,Silver,Miraflores,0.51,False,2026-05-12 00:35:24.139,13
V49530,2026-05-12 00:34:40.746,EVT-000034,venta_confirmada,2026-05-12 00:34:40,V49530,C0313,JV009,Switch,Tarjeta Crédito,Carlos,199.9,3,599.7,Ágata Millán Vives,Gold,Callao,0.51,False,2026-05-12 00:35:24.139,13
