message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V36047,2026-05-11 00:55:05.532,EVT-000349,venta_creada,2026-05-11 00:55:05,V36047,C445,JV004,Switch,Tarjeta Débito,Carlos,279.9,3,839.7,desconocido,Normal,Desconocido,0.13,False,2026-05-11 00:55:10.084,5
V14287,2026-05-11 00:55:05.632,EVT-000350,venta_cancelada,2026-05-11 00:55:05,V14287,C115,JV017,PC,Tarjeta Crédito,Luis,219.9,2,439.8,desconocido,Normal,Desconocido,0.35,False,2026-05-11 00:55:10.084,5
V41229,2026-05-11 00:55:05.733,EVT-000351,venta_creada,2026-05-11 00:55:05,V41229,C017,JV010,Switch,Tarjeta Débito,Ana,229.9,1,229.9,desconocido,Normal,Desconocido,0.82,True,2026-05-11 00:55:10.084,5
V03599,2026-05-11 00:55:05.834,EVT-000352,envio_preparado,2026-05-11 00:55:05,V03599,C185,JV003,PC,Plin,María,229.9,1,229.9,desconocido,Normal,Desconocido,0.29,False,2026-05-11 00:55:10.084,5
V13103,2026-05-11 00:55:05.934,EVT-000353,venta_creada,2026-05-11 00:55:05,V13103,C179,JV013,PC,Efectivo,María,269.9,3,809.7,desconocido,Normal,Desconocido,0.7,False,2026-05-11 00:55:10.084,5
V36402,2026-05-11 00:55:06.049,EVT-000354,envio_preparado,2026-05-11 00:55:06,V36402,C019,JV008,PS4,Tarjeta Débito,María,239.9,1,239.9,desconocido,Normal,Desconocido,0.42,False,2026-05-11 00:55:10.084,5
V29269,2026-05-11 00:55:06.150,EVT-000355,venta_creada,2026-05-11 00:55:06,V29269,C218,JV015,Switch,Tarjeta Crédito,Ana,239.9,1,239.9,desconocido,Normal,Desconocido,0.02,False,2026-05-11 00:55:10.084,5
V15474,2026-05-11 00:55:06.250,EVT-000356,venta_creada,2026-05-11 00:55:06,V15474,C243,JV002,Xbox,Tarjeta Crédito,José,249.9,1,249.9,desconocido,Normal,Desconocido,0.43,False,2026-05-11 00:55:10.084,5
V46279,2026-05-11 00:55:06.352,EVT-000357,venta_creada,2026-05-11 00:55:06,V46279,C478,JV016,PS4,Yape,José,289.9,3,869.7,desconocido,Normal,Desconocido,0.68,False,2026-05-11 00:55:10.084,5
V22715,2026-05-11 00:55:06.454,EVT-000358,venta_confirmada,2026-05-11 00:55:06,V22715,C146,JV014,Xbox,Tarjeta Crédito,María,259.9,1,259.9,desconocido,Normal,Desconocido,0.94,True,2026-05-11 00:55:10.084,5
