message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V33922,2026-05-12 00:03:58.656,EVT-000396,venta_confirmada,2026-05-12 00:03:58,V33922,C0417,JV007,PS5,Tarjeta Crédito,Ana,249.9,3,749.7,Maximiliano Jara Rius,Platinum,Breña,0.15,False,2026-05-12 00:05:06.661,9
V21200,2026-05-12 00:03:58.757,EVT-000397,envio_preparado,2026-05-12 00:03:58,V21200,C0247,JV011,PS5,Plin,María,219.9,3,659.7,Álvaro de Posada,Platinum,Los Olivos,0.77,True,2026-05-12 00:05:06.661,9
V11889,2026-05-12 00:03:58.858,EVT-000398,venta_completada,2026-05-12 00:03:58,V11889,C0121,JV017,Xbox,Efectivo,María,219.9,2,439.8,Loreto Meléndez Juárez,Silver,Lince,0.54,False,2026-05-12 00:05:06.661,9
V01410,2026-05-12 00:03:58.959,EVT-000399,venta_confirmada,2026-05-12 00:03:58,V01410,C0293,JV004,Switch,Efectivo,Luis,279.9,1,279.9,Godofredo Fermín Santamaria Aguado,Platinum,Callao,0.15,False,2026-05-12 00:05:06.661,9
V31052,2026-05-12 00:03:59.060,EVT-000400,envio_preparado,2026-05-12 00:03:59,V31052,C0438,JV019,Switch,Plin,José,249.9,1,249.9,Maximino Isern,Platinum,SJL,0.59,False,2026-05-12 00:05:06.661,9
V27884,2026-05-12 00:03:59.167,EVT-000401,pago_aprobado,2026-05-12 00:03:59,V27884,C0048,JV006,PC,Tarjeta Débito,Carlos,219.9,1,219.9,Hugo Chamorro-Peláez,Gold,Breña,0.32,False,2026-05-12 00:05:06.661,9
V03912,2026-05-12 00:03:59.268,EVT-000402,venta_cancelada,2026-05-12 00:03:59,V03912,C0010,JV011,PS5,Tarjeta Crédito,Carlos,219.9,1,219.9,Begoña Barberá Sainz,Básico,Surco,0.65,False,2026-05-12 00:05:06.661,9
V01125,2026-05-12 00:03:59.369,EVT-000403,venta_creada,2026-05-12 00:03:59,V01125,C0268,JV005,PS5,Tarjeta Crédito,María,299.9,2,599.8,Ruben Ayala,Gold,Los Olivos,0.43,False,2026-05-12 00:05:06.661,9
V12337,2026-05-12 00:03:59.471,EVT-000404,pago_aprobado,2026-05-12 00:03:59,V12337,C0269,JV020,PC,Tarjeta Crédito,María,179.9,2,359.8,Dolores Casado Anaya,Platinum,Lince,0.92,True,2026-05-12 00:05:06.661,9
V31875,2026-05-12 00:03:59.572,EVT-000405,pago_aprobado,2026-05-12 00:03:59,V31875,C0186,JV014,PS4,Efectivo,Luis,259.9,1,259.9,María Carmen Palomo Llanos,Gold,Surquillo,0.63,False,2026-05-12 00:05:06.661,9
V18309,2026-05-12 00:03:59.674,EVT-000406,pago_aprobado,2026-05-12 00:03:59,V18309,C0454,JV001,PS5,Tarjeta Débito,Ana,299.9,1,299.9,Coral Múñiz Bellido,Silver,Surco,0.24,False,2026-05-12 00:05:06.661,9
V41133,2026-05-12 00:03:59.774,EVT-000407,venta_completada,2026-05-12 00:03:59,V41133,C0085,JV001,PS5,Plin,José,299.9,1,299.9,Florinda Quirós Muro,Silver,Surquillo,0.03,False,2026-05-12 00:05:06.661,9
V04492,2026-05-12 00:03:59.876,EVT-000408,pago_aprobado,2026-05-12 00:03:59,V04492,C0164,JV009,Switch,Tarjeta Débito,María,199.9,1,199.9,Moreno Plaza Cabo,Platinum,La Molina,0.66,False,2026-05-12 00:05:06.661,9
V39359,2026-05-12 00:03:59.977,EVT-000409,venta_confirmada,2026-05-12 00:03:59,V39359,C0368,JV002,PC,Tarjeta Crédito,Luis,249.9,2,499.8,Mar Barón Fonseca,Básico,Surquillo,0.83,True,2026-05-12 00:05:06.661,9
V34694,2026-05-12 00:04:00.078,EVT-000410,pago_aprobado,2026-05-12 00:04:00,V34694,C0218,JV004,Switch,Tarjeta Crédito,José,279.9,1,279.9,Nico Ibán Morata Abascal,Gold,Pueblo Libre,0.89,True,2026-05-12 00:05:06.661,9
V27320,2026-05-12 00:04:00.180,EVT-000411,pago_aprobado,2026-05-12 00:04:00,V27320,C0053,JV020,PC,Tarjeta Débito,Ana,179.9,1,179.9,Geraldo Gomez,Platinum,Breña,0.65,False,2026-05-12 00:05:06.661,9
