message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V34281,2026-05-11 00:54:58.085,EVT-000276,venta_completada,2026-05-11 00:54:58,V34281,C430,JV007,Xbox,Yape,María,249.9,1,249.9,desconocido,Normal,Desconocido,0.64,False,2026-05-11 00:55:05.503,4
V06779,2026-05-11 00:54:58.186,EVT-000277,pago_aprobado,2026-05-11 00:54:58,V06779,C076,JV013,PS5,Yape,Carlos,269.9,1,269.9,desconocido,Normal,Desconocido,0.84,True,2026-05-11 00:55:05.503,4
V43557,2026-05-11 00:54:58.287,EVT-000278,envio_preparado,2026-05-11 00:54:58,V43557,C434,JV002,Xbox,Efectivo,Carlos,249.9,3,749.7,desconocido,Normal,Desconocido,0.83,True,2026-05-11 00:55:05.503,4
V41091,2026-05-11 00:54:58.388,EVT-000279,venta_confirmada,2026-05-11 00:54:58,V41091,C394,JV003,PS5,Tarjeta Crédito,Ana,229.9,3,689.7,desconocido,Normal,Desconocido,0.37,False,2026-05-11 00:55:05.503,4
V07733,2026-05-11 00:54:58.488,EVT-000280,envio_preparado,2026-05-11 00:54:58,V07733,C012,JV014,Switch,Yape,José,259.9,2,519.8,desconocido,Normal,Desconocido,0.27,False,2026-05-11 00:55:05.503,4
V18709,2026-05-11 00:54:58.589,EVT-000281,envio_preparado,2026-05-11 00:54:58,V18709,C336,JV004,PS5,Efectivo,José,279.9,3,839.7,desconocido,Normal,Desconocido,0.72,False,2026-05-11 00:55:05.503,4
V44839,2026-05-11 00:54:58.690,EVT-000282,venta_creada,2026-05-11 00:54:58,V44839,C205,JV014,Xbox,Tarjeta Débito,Carlos,259.9,1,259.9,desconocido,Normal,Desconocido,0.17,False,2026-05-11 00:55:05.503,4
V09578,2026-05-11 00:54:58.791,EVT-000283,venta_completada,2026-05-11 00:54:58,V09578,C351,JV001,PC,Tarjeta Crédito,María,299.9,2,599.8,desconocido,Normal,Desconocido,0.86,True,2026-05-11 00:55:05.503,4
V04919,2026-05-11 00:54:58.892,EVT-000284,venta_creada,2026-05-11 00:54:58,V04919,C411,JV016,Xbox,Tarjeta Crédito,María,289.9,1,289.9,desconocido,Normal,Desconocido,0.27,False,2026-05-11 00:55:05.503,4
V10278,2026-05-11 00:54:58.993,EVT-000285,envio_preparado,2026-05-11 00:54:58,V10278,C281,JV009,Switch,Yape,José,199.9,2,399.8,desconocido,Normal,Desconocido,0.12,False,2026-05-11 00:55:05.503,4
V42167,2026-05-11 00:54:59.094,EVT-000286,venta_completada,2026-05-11 00:54:59,V42167,C335,JV020,PC,Yape,Ana,179.9,1,179.9,desconocido,Normal,Desconocido,0.37,False,2026-05-11 00:55:05.503,4
V29888,2026-05-11 00:54:59.194,EVT-000287,venta_creada,2026-05-11 00:54:59,V29888,C289,JV013,Switch,Plin,María,269.9,1,269.9,desconocido,Normal,Desconocido,0.67,False,2026-05-11 00:55:05.503,4
