message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V40330,2026-05-12 00:49:30.893,EVT-000001,envio_preparado,2026-05-12 00:49:30,V40330,C0071,JV004,Switch,Plin,Luis,279.9,3,839.7,Augusto Villalonga Merino,Silver,Surco,0.74,False,2026-05-12 00:50:18.307,15
V44732,2026-05-12 00:49:30.995,EVT-000002,venta_creada,2026-05-12 00:49:30,V44732,C0331,JV015,PS5,Plin,María,239.9,3,719.7,Vanesa Robledo Santamaria,Platinum,San Isidro,0.24,False,2026-05-12 00:50:18.307,15
V22334,2026-05-12 00:49:31.097,EVT-000003,pago_aprobado,2026-05-12 00:49:31,V22334,C0250,JV001,PS5,Tarjeta Crédito,Ana,299.9,2,599.8,Áurea Arjona Santos,Silver,Comas,0.76,True,2026-05-12 00:50:18.307,15
V01712,2026-05-12 00:49:31.199,EVT-000004,pago_aprobado,2026-05-12 00:49:31,V01712,C0342,JV009,Switch,Yape,Ana,199.9,2,399.8,Elvira del Huguet,Gold,Callao,0.02,False,2026-05-12 00:50:18.307,15
V41139,2026-05-12 00:49:31.301,EVT-000005,venta_confirmada,2026-05-12 00:49:31,V41139,C0493,JV020,PS5,Tarjeta Crédito,Ana,179.9,1,179.9,Diana Lluch-Casado,Silver,Surco,0.37,False,2026-05-12 00:50:18.307,15
V01284,2026-05-12 00:49:31.403,EVT-000006,venta_confirmada,2026-05-12 00:49:31,V01284,C0029,JV009,Switch,Tarjeta Débito,José,199.9,3,599.7,Áurea Gertrudis Ferreras Falcón,Gold,Comas,0.34,False,2026-05-12 00:50:18.307,15
V24013,2026-05-12 00:49:31.504,EVT-000007,venta_confirmada,2026-05-12 00:49:31,V24013,C0220,JV012,Switch,Plin,Luis,189.9,1,189.9,Paulina Sarabia,Silver,Callao,0.77,True,2026-05-12 00:50:18.307,15
V26276,2026-05-12 00:49:31.604,EVT-000008,venta_completada,2026-05-12 00:49:31,V26276,C0372,JV015,Xbox,Yape,María,239.9,2,479.8,Otilia Carretero-Dominguez,Básico,La Molina,0.56,False,2026-05-12 00:50:18.307,15
V33131,2026-05-12 00:49:31.705,EVT-000009,envio_preparado,2026-05-12 00:49:31,V33131,C0232,JV019,Switch,Yape,Carlos,249.9,2,499.8,Luisina Villa Abascal,Gold,Callao,0.2,False,2026-05-12 00:50:18.307,15
V33811,2026-05-12 00:49:31.805,EVT-000010,venta_creada,2026-05-12 00:49:31,V33811,C0068,JV015,PC,Tarjeta Débito,Carlos,239.9,1,239.9,Gregorio Álvaro Llobet,Silver,San Miguel,0.51,False,2026-05-12 00:50:18.307,15
V18474,2026-05-12 00:49:31.906,EVT-000011,envio_preparado,2026-05-12 00:49:31,V18474,C0145,JV014,PC,Tarjeta Crédito,Carlos,259.9,3,779.7,Rufina Teresita Ibañez Vergara,Gold,Surquillo,0.47,False,2026-05-12 00:50:18.307,15
V20421,2026-05-12 00:49:32.007,EVT-000012,pago_aprobado,2026-05-12 00:49:32,V20421,C0353,JV009,Switch,Plin,María,199.9,1,199.9,Aurora Quintanilla Pou,Platinum,Miraflores,0.14,False,2026-05-12 00:50:18.307,15
V43418,2026-05-12 00:49:32.108,EVT-000013,venta_confirmada,2026-05-12 00:49:32,V43418,C0089,JV007,Xbox,Tarjeta Débito,Carlos,249.9,1,249.9,Cloe Suarez Barral,Gold,Breña,0.33,False,2026-05-12 00:50:18.307,15
V19057,2026-05-12 00:49:32.208,EVT-000014,venta_confirmada,2026-05-12 00:49:32,V19057,C0013,JV006,Xbox,Plin,Luis,219.9,1,219.9,Edelmira Barba-Catalá,Básico,Surquillo,0.91,True,2026-05-12 00:50:18.307,15
V33253,2026-05-12 00:49:32.309,EVT-000015,envio_preparado,2026-05-12 00:49:32,V33253,C0229,JV006,Xbox,Efectivo,María,219.9,1,219.9,Emma Expósito,Gold,La Molina,0.46,False,2026-05-12 00:50:18.307,15
V17179,2026-05-12 00:49:32.409,EVT-000016,envio_preparado,2026-05-12 00:49:32,V17179,C0373,JV018,Switch,Tarjeta Crédito,Luis,129.9,1,129.9,Coral Núñez,Silver,Breña,0.71,False,2026-05-12 00:50:18.307,15
V45943,2026-05-12 00:49:32.510,EVT-000017,venta_creada,2026-05-12 00:49:32,V45943,C0417,JV006,Switch,Yape,Carlos,219.9,1,219.9,Maximiliano Jara Rius,Platinum,Breña,0.75,True,2026-05-12 00:50:18.307,15
V23051,2026-05-12 00:49:32.610,EVT-000018,venta_creada,2026-05-12 00:49:32,V23051,C0499,JV006,PC,Efectivo,Luis,219.9,2,439.8,Poncio Escrivá Baños,Básico,San Borja,0.9,True,2026-05-12 00:50:18.307,15
V18602,2026-05-12 00:49:32.711,EVT-000019,pago_aprobado,2026-05-12 00:49:32,V18602,C0488,JV020,PS5,Yape,María,179.9,2,359.8,Amado Mateos Clavero,Básico,La Molina,0.4,False,2026-05-12 00:50:18.307,15
V23053,2026-05-12 00:49:32.811,EVT-000020,envio_preparado,2026-05-12 00:49:32,V23053,C0443,JV008,Xbox,Efectivo,Carlos,239.9,3,719.7,Adela Lucas Recio,Gold,Lince,0.61,False,2026-05-12 00:50:18.307,15
V18133,2026-05-12 00:49:32.912,EVT-000021,venta_creada,2026-05-12 00:49:32,V18133,C0014,JV012,PC,Plin,María,189.9,3,569.7,Alejandra Huerta Iriarte,Gold,SJL,0.92,True,2026-05-12 00:50:18.307,15
V25993,2026-05-12 00:49:33.013,EVT-000022,pago_aprobado,2026-05-12 00:49:33,V25993,C0141,JV008,PC,Tarjeta Débito,José,239.9,2,479.8,Armando Villalonga Zaragoza,Básico,Callao,0.68,False,2026-05-12 00:50:18.307,15
V48853,2026-05-12 00:49:33.113,EVT-000023,envio_preparado,2026-05-12 00:49:33,V48853,C0197,JV007,PS5,Tarjeta Crédito,Luis,249.9,1,249.9,Alma Marco Ochoa,Platinum,Surquillo,0.83,True,2026-05-12 00:50:18.307,15
V43630,2026-05-12 00:49:33.214,EVT-000024,venta_completada,2026-05-12 00:49:33,V43630,C0498,JV019,Switch,Plin,Luis,249.9,1,249.9,Ciriaco del Cabañas,Básico,San Isidro,0.65,False,2026-05-12 00:50:18.307,15
V02128,2026-05-12 00:49:33.315,EVT-000025,venta_creada,2026-05-12 00:49:33,V02128,C0165,JV011,PS5,Tarjeta Crédito,Luis,219.9,2,439.8,Mateo del Cepeda,Básico,Breña,0.71,False,2026-05-12 00:50:18.307,15
V41852,2026-05-12 00:49:33.415,EVT-000026,envio_preparado,2026-05-12 00:49:33,V41852,C0328,JV003,PS5,Tarjeta Crédito,Carlos,229.9,3,689.7,Enrique Silvio Blanch Fuertes,Gold,Comas,0.12,False,2026-05-12 00:50:18.307,15
V00707,2026-05-12 00:49:33.516,EVT-000027,venta_completada,2026-05-12 00:49:33,V00707,C0055,JV016,PS5,Tarjeta Débito,María,289.9,1,289.9,Leyre Olmo Bou,Platinum,Breña,0.74,False,2026-05-12 00:50:18.307,15
V13862,2026-05-12 00:49:33.617,EVT-000028,venta_confirmada,2026-05-12 00:49:33,V13862,C0245,JV008,PS5,Tarjeta Crédito,María,239.9,1,239.9,Emelina Olivares Díaz,Básico,Surco,0.94,True,2026-05-12 00:50:18.307,15
V08160,2026-05-12 00:49:33.718,EVT-000029,venta_creada,2026-05-12 00:49:33,V08160,C0471,JV015,PC,Yape,Ana,239.9,1,239.9,Fidela Alonso Perelló,Platinum,Jesús María,0.03,False,2026-05-12 00:50:18.307,15
V34592,2026-05-12 00:49:33.818,EVT-000030,venta_confirmada,2026-05-12 00:49:33,V34592,C0082,JV006,PC,Tarjeta Crédito,José,219.9,3,659.7,Rogelio Ayala-Crespo,Silver,Surquillo,0.48,False,2026-05-12 00:50:18.307,15
V24809,2026-05-12 00:49:33.919,EVT-000031,envio_preparado,2026-05-12 00:49:33,V24809,C0059,JV002,PS5,Plin,José,249.9,2,499.8,Rogelio del Escribano,Silver,Lince,0.9,True,2026-05-12 00:50:18.307,15
V03825,2026-05-12 00:49:34.020,EVT-000032,venta_confirmada,2026-05-12 00:49:34,V03825,C0276,JV008,Switch,Yape,Ana,239.9,3,719.7,Amarilis Acuña Azorin,Gold,Lince,0.62,False,2026-05-12 00:50:18.307,15
V13166,2026-05-12 00:49:34.120,EVT-000033,venta_creada,2026-05-12 00:49:34,V13166,C0188,JV002,PS5,Tarjeta Débito,Carlos,249.9,1,249.9,Bonifacio Cervantes Haro,Gold,Surco,0.2,False,2026-05-12 00:50:18.307,15
V40136,2026-05-12 00:49:34.221,EVT-000034,pago_aprobado,2026-05-12 00:49:34,V40136,C0384,JV006,Switch,Tarjeta Crédito,Carlos,219.9,3,659.7,Gracia de Parejo,Silver,Surco,0.4,False,2026-05-12 00:50:18.307,15
V49582,2026-05-12 00:49:34.321,EVT-000035,venta_creada,2026-05-12 00:49:34,V49582,C0099,JV019,Switch,Yape,Luis,249.9,2,499.8,Lucio Bárcena Vilalta,Platinum,San Borja,0.4,False,2026-05-12 00:50:18.307,15
V25710,2026-05-12 00:49:34.422,EVT-000036,venta_confirmada,2026-05-12 00:49:34,V25710,C0350,JV016,PS5,Tarjeta Débito,María,289.9,1,289.9,Pepe del Tapia,Básico,SJL,0.19,False,2026-05-12 00:50:18.307,15
V34036,2026-05-12 00:49:34.523,EVT-000037,venta_completada,2026-05-12 00:49:34,V34036,C0417,JV012,PS5,Tarjeta Débito,María,189.9,1,189.9,Maximiliano Jara Rius,Platinum,Breña,0.42,False,2026-05-12 00:50:18.307,15
V23159,2026-05-12 00:49:34.623,EVT-000038,venta_confirmada,2026-05-12 00:49:34,V23159,C0083,JV012,Switch,Yape,Ana,189.9,1,189.9,Imelda Portillo-Gual,Gold,Los Olivos,0.69,False,2026-05-12 00:50:18.307,15
V46417,2026-05-12 00:49:34.724,EVT-000039,venta_creada,2026-05-12 00:49:34,V46417,C0259,JV009,Switch,Efectivo,Ana,199.9,1,199.9,Erasmo Blas Moya Llanos,Básico,Callao,0.18,False,2026-05-12 00:50:18.307,15
V06889,2026-05-12 00:49:34.836,EVT-000040,pago_aprobado,2026-05-12 00:49:34,V06889,C0437,JV011,PS5,Tarjeta Crédito,Luis,219.9,3,659.7,Timoteo Cazorla Palomino,Silver,SJL,0.1,False,2026-05-12 00:50:18.307,15
V49782,2026-05-12 00:49:34.937,EVT-000041,venta_creada,2026-05-12 00:49:34,V49782,C0186,JV014,PC,Tarjeta Débito,Ana,259.9,1,259.9,María Carmen Palomo Llanos,Gold,Surquillo,0.73,False,2026-05-12 00:50:18.307,15
V35694,2026-05-12 00:49:35.038,EVT-000042,venta_creada,2026-05-12 00:49:35,V35694,C0381,JV013,PS5,Plin,Ana,269.9,3,809.7,Inmaculada Tejedor-Cerdá,Silver,San Borja,0.85,True,2026-05-12 00:50:18.307,15
V00082,2026-05-12 00:49:35.138,EVT-000043,venta_confirmada,2026-05-12 00:49:35,V00082,C0318,JV017,Xbox,Efectivo,María,219.9,2,439.8,Ema Neira,Gold,Callao,0.73,False,2026-05-12 00:50:18.307,15
V35762,2026-05-12 00:49:35.239,EVT-000044,envio_preparado,2026-05-12 00:49:35,V35762,C0250,JV019,Switch,Tarjeta Crédito,Ana,249.9,2,499.8,Áurea Arjona Santos,Silver,Comas,0.36,False,2026-05-12 00:50:18.307,15
V05285,2026-05-12 00:49:35.340,EVT-000045,pago_aprobado,2026-05-12 00:49:35,V05285,C0441,JV001,PS5,Tarjeta Débito,Luis,299.9,1,299.9,Ruperto Hervia Cardona,Platinum,Comas,0.69,False,2026-05-12 00:50:18.307,15
V12753,2026-05-12 00:49:35.440,EVT-000046,pago_aprobado,2026-05-12 00:49:35,V12753,C0146,JV016,PS5,Plin,José,289.9,1,289.9,Flavia Gallo Roda,Platinum,Pueblo Libre,0.57,False,2026-05-12 00:50:18.307,15
V16142,2026-05-12 00:49:35.541,EVT-000047,venta_creada,2026-05-12 00:49:35,V16142,C0342,JV014,PC,Yape,Luis,259.9,1,259.9,Elvira del Huguet,Gold,Callao,0.27,False,2026-05-12 00:50:18.307,15
V05092,2026-05-12 00:49:35.642,EVT-000048,venta_confirmada,2026-05-12 00:49:35,V05092,C0283,JV013,PS5,Yape,María,269.9,1,269.9,Bernarda Pedrosa Montaña,Gold,Los Olivos,0.83,True,2026-05-12 00:50:18.307,15
V37082,2026-05-12 00:49:35.743,EVT-000049,venta_completada,2026-05-12 00:49:35,V37082,C0093,JV004,Switch,Yape,Ana,279.9,1,279.9,Rebeca Coello Reguera,Básico,San Isidro,0.24,False,2026-05-12 00:50:18.307,15
V19796,2026-05-12 00:49:35.843,EVT-000050,envio_preparado,2026-05-12 00:49:35,V19796,C0500,JV005,PS5,Efectivo,Ana,299.9,1,299.9,Luis Ángel de Giralt,Básico,Surco,0.9,True,2026-05-12 00:50:18.307,15
V32081,2026-05-12 00:49:35.944,EVT-000051,venta_completada,2026-05-12 00:49:35,V32081,C0498,JV015,PS5,Efectivo,Ana,239.9,2,479.8,Ciriaco del Cabañas,Básico,San Isidro,0.92,True,2026-05-12 00:50:18.307,15
V06551,2026-05-12 00:49:36.044,EVT-000052,venta_completada,2026-05-12 00:49:36,V06551,C0173,JV019,Switch,Tarjeta Débito,José,249.9,1,249.9,Angélica del Bárcena,Gold,San Isidro,0.31,False,2026-05-12 00:50:18.307,15
V08399,2026-05-12 00:49:36.145,EVT-000053,venta_creada,2026-05-12 00:49:36,V08399,C0024,JV011,PS5,Tarjeta Crédito,Luis,219.9,2,439.8,Onofre Marti-Vidal,Silver,Surquillo,0.47,False,2026-05-12 00:50:18.307,15
V00573,2026-05-12 00:49:36.246,EVT-000054,pago_aprobado,2026-05-12 00:49:36,V00573,C0453,JV014,PC,Yape,Luis,259.9,1,259.9,Adalberto Sanmiguel Vilaplana,Gold,Surquillo,0.01,False,2026-05-12 00:50:18.307,15
V21592,2026-05-12 00:49:36.346,EVT-000055,pago_aprobado,2026-05-12 00:49:36,V21592,C0013,JV016,PS5,Efectivo,Luis,289.9,1,289.9,Edelmira Barba-Catalá,Básico,Surquillo,0.08,False,2026-05-12 00:50:18.307,15
V18701,2026-05-12 00:49:36.447,EVT-000056,venta_creada,2026-05-12 00:49:36,V18701,C0156,JV019,Switch,Tarjeta Débito,Carlos,249.9,2,499.8,Edelmira Arnal Castell,Básico,La Molina,0.55,False,2026-05-12 00:50:18.307,15
V47547,2026-05-12 00:49:36.548,EVT-000057,pago_aprobado,2026-05-12 00:49:36,V47547,C0367,JV017,PS5,Tarjeta Crédito,Carlos,219.9,1,219.9,Felipa Vicens,Silver,Miraflores,0.76,True,2026-05-12 00:50:18.307,15
V11880,2026-05-12 00:49:36.649,EVT-000058,envio_preparado,2026-05-12 00:49:36,V11880,C0268,JV011,PS5,Tarjeta Crédito,María,219.9,1,219.9,Ruben Ayala,Gold,Los Olivos,0.85,True,2026-05-12 00:50:18.307,15
V01364,2026-05-12 00:49:36.749,EVT-000059,pago_aprobado,2026-05-12 00:49:36,V01364,C0319,JV016,PS5,Tarjeta Crédito,Ana,289.9,1,289.9,Viviana Amorós-Miralles,Platinum,Los Olivos,0.23,False,2026-05-12 00:50:18.307,15
V36034,2026-05-12 00:49:36.850,EVT-000060,venta_creada,2026-05-12 00:49:36,V36034,C0197,JV009,Switch,Plin,José,199.9,2,399.8,Alma Marco Ochoa,Platinum,Surquillo,0.3,False,2026-05-12 00:50:18.307,15
V11146,2026-05-12 00:49:36.951,EVT-000061,venta_completada,2026-05-12 00:49:36,V11146,C0217,JV001,PS4,Tarjeta Crédito,José,299.9,1,299.9,Sol Alemán Gallardo,Básico,Comas,0.55,False,2026-05-12 00:50:18.307,15
V24790,2026-05-12 00:49:37.052,EVT-000062,venta_cancelada,2026-05-12 00:49:37,V24790,C0481,JV002,PS5,Tarjeta Débito,Luis,249.9,2,499.8,Manola Cortina Castilla,Básico,Comas,0.84,True,2026-05-12 00:50:18.307,15
V24735,2026-05-12 00:49:37.153,EVT-000063,venta_creada,2026-05-12 00:49:37,V24735,C0371,JV004,Switch,Plin,María,279.9,1,279.9,Asunción Alberola Rivas,Platinum,SJL,0.86,True,2026-05-12 00:50:18.307,15
V45329,2026-05-12 00:49:37.253,EVT-000064,pago_aprobado,2026-05-12 00:49:37,V45329,C0414,JV004,Switch,Tarjeta Débito,María,279.9,1,279.9,Luna Miguel Barroso,Gold,Breña,0.07,False,2026-05-12 00:50:18.307,15
V37274,2026-05-12 00:49:37.354,EVT-000065,venta_confirmada,2026-05-12 00:49:37,V37274,C0244,JV005,PS5,Tarjeta Crédito,Ana,299.9,1,299.9,Eutimio Moliner,Platinum,Callao,0.89,True,2026-05-12 00:50:18.307,15
V49550,2026-05-12 00:49:37.455,EVT-000066,venta_creada,2026-05-12 00:49:37,V49550,C0354,JV008,PS5,Tarjeta Débito,José,239.9,2,479.8,Ligia del Pont,Platinum,Surco,0.39,False,2026-05-12 00:50:18.307,15
V02919,2026-05-12 00:49:37.556,EVT-000067,venta_creada,2026-05-12 00:49:37,V02919,C0448,JV018,PC,Efectivo,María,129.9,1,129.9,Feliciana Pizarro Lucena,Gold,Jesús María,0.8,True,2026-05-12 00:50:18.307,15
V47603,2026-05-12 00:49:37.656,EVT-000068,venta_confirmada,2026-05-12 00:49:37,V47603,C0313,JV009,Switch,Tarjeta Débito,María,199.9,2,399.8,Ágata Millán Vives,Gold,Callao,0.47,False,2026-05-12 00:50:18.307,15
V48193,2026-05-12 00:49:37.757,EVT-000069,envio_preparado,2026-05-12 00:49:37,V48193,C0121,JV004,Switch,Efectivo,Carlos,279.9,1,279.9,Loreto Meléndez Juárez,Silver,Lince,0.61,False,2026-05-12 00:50:18.307,15
V26553,2026-05-12 00:49:37.858,EVT-000070,venta_completada,2026-05-12 00:49:37,V26553,C0056,JV016,PS5,Tarjeta Débito,Ana,289.9,2,579.8,Vicenta Guillén,Platinum,Comas,0.1,False,2026-05-12 00:50:18.307,15
V20630,2026-05-12 00:49:37.958,EVT-000071,venta_confirmada,2026-05-12 00:49:37,V20630,C0477,JV013,PS5,Tarjeta Crédito,Luis,269.9,2,539.8,Ainara de Álvaro,Gold,Callao,0.77,True,2026-05-12 00:50:18.307,15
V37296,2026-05-12 00:49:38.059,EVT-000072,pago_aprobado,2026-05-12 00:49:38,V37296,C0475,JV008,PS5,Tarjeta Débito,Luis,239.9,2,479.8,Natalia del Valenciano,Básico,Comas,0.7,False,2026-05-12 00:50:18.307,15
V41042,2026-05-12 00:49:38.159,EVT-000073,envio_preparado,2026-05-12 00:49:38,V41042,C0081,JV003,Xbox,Tarjeta Débito,Luis,229.9,1,229.9,Germán del Simó,Platinum,Pueblo Libre,0.52,False,2026-05-12 00:50:18.307,15
V47732,2026-05-12 00:49:38.260,EVT-000074,pago_aprobado,2026-05-12 00:49:38,V47732,C0272,JV012,Switch,Tarjeta Débito,Ana,189.9,3,569.7,Lupe Andres Requena,Básico,Breña,0.67,False,2026-05-12 00:50:18.307,15
V32929,2026-05-12 00:49:38.361,EVT-000075,venta_completada,2026-05-12 00:49:38,V32929,C0103,JV018,Switch,Tarjeta Crédito,Luis,129.9,1,129.9,Bernardita Quesada Arellano,Silver,Surquillo,0.02,False,2026-05-12 00:50:18.307,15
V33379,2026-05-12 00:49:38.462,EVT-000076,venta_confirmada,2026-05-12 00:49:38,V33379,C0108,JV012,PC,Tarjeta Débito,Luis,189.9,1,189.9,Luis Nicolás Guitart Pellicer,Silver,Pueblo Libre,0.58,False,2026-05-12 00:50:18.307,15
V36920,2026-05-12 00:49:38.563,EVT-000077,venta_creada,2026-05-12 00:49:38,V36920,C0244,JV014,Xbox,Plin,Luis,259.9,1,259.9,Eutimio Moliner,Platinum,Callao,0.91,True,2026-05-12 00:50:18.307,15
V25668,2026-05-12 00:49:38.664,EVT-000078,pago_aprobado,2026-05-12 00:49:38,V25668,C0399,JV010,PS5,Efectivo,Carlos,229.9,2,459.8,Isidoro Noriega,Básico,Lince,0.9,True,2026-05-12 00:50:18.307,15
V35972,2026-05-12 00:49:38.764,EVT-000079,venta_creada,2026-05-12 00:49:38,V35972,C0303,JV008,Switch,Efectivo,Carlos,239.9,2,479.8,Toño Fiol Rodríguez,Gold,SJL,0.06,False,2026-05-12 00:50:18.307,15
V24234,2026-05-12 00:49:38.865,EVT-000080,envio_preparado,2026-05-12 00:49:38,V24234,C0108,JV013,PS5,Tarjeta Crédito,Carlos,269.9,1,269.9,Luis Nicolás Guitart Pellicer,Silver,Pueblo Libre,0.34,False,2026-05-12 00:50:18.307,15
V47654,2026-05-12 00:49:38.965,EVT-000081,venta_creada,2026-05-12 00:49:38,V47654,C0312,JV007,PS5,Tarjeta Débito,Ana,249.9,1,249.9,Belén Ferrándiz-Fuster,Básico,Los Olivos,0.42,False,2026-05-12 00:50:18.307,15
V36248,2026-05-12 00:49:39.066,EVT-000082,venta_creada,2026-05-12 00:49:39,V36248,C0065,JV004,Switch,Tarjeta Débito,María,279.9,1,279.9,Verónica Atienza Barrena,Básico,San Miguel,0.69,False,2026-05-12 00:50:18.307,15
V41849,2026-05-12 00:49:39.167,EVT-000083,venta_completada,2026-05-12 00:49:39,V41849,C0015,JV008,PS5,Tarjeta Débito,Luis,239.9,2,479.8,Toño Roda Carranza,Gold,Jesús María,0.7,False,2026-05-12 00:50:18.307,15
V04149,2026-05-12 00:49:39.267,EVT-000084,envio_preparado,2026-05-12 00:49:39,V04149,C0378,JV015,PS5,Tarjeta Débito,Ana,239.9,1,239.9,Amador Bautista Gómez,Silver,Jesús María,0.07,False,2026-05-12 00:50:18.307,15
V38266,2026-05-12 00:49:39.368,EVT-000085,venta_creada,2026-05-12 00:49:39,V38266,C0288,JV013,PS5,Efectivo,José,269.9,2,539.8,Sol Pozo Company,Básico,San Borja,0.91,True,2026-05-12 00:50:18.307,15
V44127,2026-05-12 00:49:39.468,EVT-000086,pago_aprobado,2026-05-12 00:49:39,V44127,C0185,JV014,PS5,Tarjeta Débito,Luis,259.9,1,259.9,Marcos Manrique Badía,Gold,Jesús María,0.13,False,2026-05-12 00:50:18.307,15
V13506,2026-05-12 00:49:39.569,EVT-000087,envio_preparado,2026-05-12 00:49:39,V13506,C0210,JV011,PS5,Plin,Carlos,219.9,2,439.8,Albano Raya Piña,Básico,San Miguel,0.44,False,2026-05-12 00:50:18.307,15
V10270,2026-05-12 00:49:39.669,EVT-000088,pago_aprobado,2026-05-12 00:49:39,V10270,C0112,JV006,PS5,Tarjeta Débito,María,219.9,3,659.7,Soledad Serra Carvajal,Platinum,Comas,0.83,True,2026-05-12 00:50:18.307,15
