message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V25028,2026-05-11 00:54:29.794,EVT-000001,venta_creada,2026-05-11 00:54:28,V25028,C288,JV006,PS5,Tarjeta Crédito,Carlos,219.9,2,439.8,desconocido,Normal,Desconocido,0.54,False,2026-05-11 00:54:37.337,2
V36284,2026-05-11 00:54:29.897,EVT-000002,envio_preparado,2026-05-11 00:54:29,V36284,C088,JV008,Switch,Tarjeta Crédito,Carlos,239.9,2,479.8,desconocido,Normal,Desconocido,0.24,False,2026-05-11 00:54:37.337,2
V40585,2026-05-11 00:54:29.999,EVT-000003,pago_aprobado,2026-05-11 00:54:29,V40585,C237,JV002,PC,Yape,Carlos,249.9,3,749.7,desconocido,Normal,Desconocido,0.79,True,2026-05-11 00:54:37.337,2
V37571,2026-05-11 00:54:30.103,EVT-000004,venta_completada,2026-05-11 00:54:30,V37571,C034,JV004,PS5,Plin,Carlos,279.9,3,839.7,desconocido,Normal,Desconocido,0.77,True,2026-05-11 00:54:37.337,2
V21165,2026-05-11 00:54:30.214,EVT-000005,venta_confirmada,2026-05-11 00:54:30,V21165,C244,JV012,Xbox,Plin,Carlos,189.9,1,189.9,desconocido,Normal,Desconocido,0.81,True,2026-05-11 00:54:37.337,2
V38350,2026-05-11 00:54:30.315,EVT-000006,pago_aprobado,2026-05-11 00:54:30,V38350,C304,JV003,Switch,Plin,Luis,229.9,1,229.9,desconocido,Normal,Desconocido,0.72,False,2026-05-11 00:54:37.337,2
V23878,2026-05-11 00:54:30.416,EVT-000007,venta_confirmada,2026-05-11 00:54:30,V23878,C478,JV001,PC,Tarjeta Crédito,José,299.9,3,899.7,desconocido,Normal,Desconocido,0.63,False,2026-05-11 00:54:37.337,2
V15370,2026-05-11 00:54:30.517,EVT-000008,envio_preparado,2026-05-11 00:54:30,V15370,C041,JV020,PC,Tarjeta Crédito,Luis,179.9,2,359.8,desconocido,Normal,Desconocido,0.95,True,2026-05-11 00:54:37.337,2
V10651,2026-05-11 00:54:30.617,EVT-000009,envio_preparado,2026-05-11 00:54:30,V10651,C216,JV013,Xbox,Efectivo,Luis,269.9,1,269.9,desconocido,Normal,Desconocido,0.65,False,2026-05-11 00:54:37.337,2
V26975,2026-05-11 00:54:30.726,EVT-000010,venta_completada,2026-05-11 00:54:30,V26975,C163,JV003,Xbox,Plin,José,229.9,1,229.9,desconocido,Normal,Desconocido,0.32,False,2026-05-11 00:54:37.337,2
V31240,2026-05-11 00:54:30.827,EVT-000011,pago_aprobado,2026-05-11 00:54:30,V31240,C147,JV001,Switch,Efectivo,José,299.9,2,599.8,desconocido,Normal,Desconocido,0.35,False,2026-05-11 00:54:37.337,2
V40206,2026-05-11 00:54:30.936,EVT-000012,venta_cancelada,2026-05-11 00:54:30,V40206,C308,JV015,PS5,Yape,María,239.9,1,239.9,desconocido,Normal,Desconocido,0.78,True,2026-05-11 00:54:37.337,2
V39231,2026-05-11 00:54:31.083,EVT-000013,venta_confirmada,2026-05-11 00:54:31,V39231,C414,JV016,PC,Plin,José,289.9,1,289.9,desconocido,Normal,Desconocido,0.08,False,2026-05-11 00:54:37.337,2
V20862,2026-05-11 00:54:31.193,EVT-000014,pago_aprobado,2026-05-11 00:54:31,V20862,C295,JV008,PS4,Efectivo,José,239.9,2,479.8,desconocido,Normal,Desconocido,0.62,False,2026-05-11 00:54:37.337,2
V31087,2026-05-11 00:54:31.295,EVT-000015,pago_aprobado,2026-05-11 00:54:31,V31087,C188,JV011,PS5,Yape,José,219.9,1,219.9,desconocido,Normal,Desconocido,0.93,True,2026-05-11 00:54:37.337,2
V22718,2026-05-11 00:54:31.413,EVT-000016,envio_preparado,2026-05-11 00:54:31,V22718,C033,JV014,PS5,Efectivo,Luis,259.9,1,259.9,desconocido,Normal,Desconocido,0.89,True,2026-05-11 00:54:37.337,2
V34254,2026-05-11 00:54:31.518,EVT-000017,venta_completada,2026-05-11 00:54:31,V34254,C195,JV008,Xbox,Yape,Luis,239.9,1,239.9,desconocido,Normal,Desconocido,0.77,True,2026-05-11 00:54:37.337,2
