message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V07247,2026-05-12 00:08:00.382,EVT-000001,envio_preparado,2026-05-12 00:08:00,V07247,C0039,JV001,PS4,Plin,Ana,299.9,1,299.9,Celestina Amor Cárdenas,Silver,SJL,0.53,False,2026-05-12 00:12:52.866,10
V24634,2026-05-12 00:08:00.484,EVT-000002,envio_preparado,2026-05-12 00:08:00,V24634,C0499,JV007,PS5,Tarjeta Débito,María,249.9,3,749.7,Poncio Escrivá Baños,Básico,San Borja,0.53,False,2026-05-12 00:12:52.866,10
V35472,2026-05-12 00:08:00.585,EVT-000003,envio_preparado,2026-05-12 00:08:00,V35472,C0349,JV013,PS5,Efectivo,Ana,269.9,3,809.7,Lupe Jerez Pombo,Platinum,Miraflores,0.87,True,2026-05-12 00:12:52.866,10
V22618,2026-05-12 00:08:00.687,EVT-000004,venta_creada,2026-05-12 00:08:00,V22618,C0253,JV015,PS5,Tarjeta Débito,José,239.9,2,479.8,Lisandro Moisés Ramis Barba,Básico,La Molina,0.66,False,2026-05-12 00:12:52.866,10
V19549,2026-05-12 00:08:00.789,EVT-000005,pago_aprobado,2026-05-12 00:08:00,V19549,C0495,JV005,PS5,Tarjeta Crédito,José,299.9,1,299.9,Silvio Rosales Marcos,Básico,Surquillo,0.67,False,2026-05-12 00:12:52.866,10
V35843,2026-05-12 00:08:00.891,EVT-000006,venta_confirmada,2026-05-12 00:08:00,V35843,C0242,JV008,PS5,Tarjeta Crédito,Ana,239.9,2,479.8,Esperanza Vazquez Bas,Gold,Breña,0.64,False,2026-05-12 00:12:52.866,10
V10703,2026-05-12 00:08:00.992,EVT-000007,venta_creada,2026-05-12 00:08:00,V10703,C0497,JV020,Xbox,Plin,Luis,179.9,3,539.7,María Dolores Diez Gálvez,Gold,San Isidro,0.81,True,2026-05-12 00:12:52.866,10
V36603,2026-05-12 00:08:01.092,EVT-000008,venta_confirmada,2026-05-12 00:08:01,V36603,C0490,JV014,PC,Plin,María,259.9,3,779.7,Carmen Benitez Company,Básico,Lince,0.08,False,2026-05-12 00:12:52.866,10
V10895,2026-05-12 00:08:01.193,EVT-000009,venta_cancelada,2026-05-12 00:08:01,V10895,C0456,JV020,PS5,Efectivo,José,179.9,1,179.9,Abraham Martín Ariza,Gold,Surco,0.02,False,2026-05-12 00:12:52.866,10
V23066,2026-05-12 00:08:01.293,EVT-000010,venta_creada,2026-05-12 00:08:01,V23066,C0448,JV015,PS5,Tarjeta Crédito,Luis,239.9,2,479.8,Feliciana Pizarro Lucena,Gold,Jesús María,0.21,False,2026-05-12 00:12:52.866,10
