message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V12870,2026-05-11 00:55:10.020,EVT-000393,venta_completada,2026-05-11 00:55:10,V12870,C248,JV003,PS5,Plin,Luis,229.9,1,229.9,desconocido,Normal,Desconocido,0.83,True,2026-05-11 00:55:20.010,6
V34576,2026-05-11 00:55:10.121,EVT-000394,venta_completada,2026-05-11 00:55:10,V34576,C133,JV007,PS4,Plin,Carlos,249.9,1,249.9,desconocido,Normal,Desconocido,0.86,True,2026-05-11 00:55:20.010,6
V30346,2026-05-11 00:55:10.221,EVT-000395,pago_aprobado,2026-05-11 00:55:10,V30346,C150,JV009,Switch,Yape,Carlos,199.9,1,199.9,desconocido,Normal,Desconocido,0.76,True,2026-05-11 00:55:20.010,6
V15814,2026-05-11 00:55:10.322,EVT-000396,envio_preparado,2026-05-11 00:55:10,V15814,C323,JV001,PC,Tarjeta Débito,Luis,299.9,1,299.9,desconocido,Normal,Desconocido,0.86,True,2026-05-11 00:55:20.010,6
V47750,2026-05-11 00:55:10.423,EVT-000397,venta_completada,2026-05-11 00:55:10,V47750,C225,JV002,PS5,Yape,José,249.9,2,499.8,desconocido,Normal,Desconocido,0.27,False,2026-05-11 00:55:20.010,6
V26570,2026-05-11 00:55:10.523,EVT-000398,venta_confirmada,2026-05-11 00:55:10,V26570,C498,JV009,PS4,Yape,Ana,199.9,2,399.8,desconocido,Normal,Desconocido,0.36,False,2026-05-11 00:55:20.010,6
V48202,2026-05-11 00:55:10.624,EVT-000399,venta_creada,2026-05-11 00:55:10,V48202,C389,JV001,Switch,Yape,María,299.9,1,299.9,desconocido,Normal,Desconocido,0.61,False,2026-05-11 00:55:20.010,6
V13416,2026-05-11 00:55:10.725,EVT-000400,pago_aprobado,2026-05-11 00:55:10,V13416,C451,JV012,PS4,Yape,José,189.9,2,379.8,desconocido,Normal,Desconocido,0.38,False,2026-05-11 00:55:20.010,6
V15038,2026-05-11 00:55:10.826,EVT-000401,venta_completada,2026-05-11 00:55:10,V15038,C170,JV019,PC,Yape,Carlos,249.9,1,249.9,desconocido,Normal,Desconocido,0.6,False,2026-05-11 00:55:20.010,6
V13493,2026-05-11 00:55:10.927,EVT-000402,pago_aprobado,2026-05-11 00:55:10,V13493,C286,JV005,Switch,Tarjeta Crédito,Ana,299.9,2,599.8,desconocido,Normal,Desconocido,0.44,False,2026-05-11 00:55:20.010,6
V48550,2026-05-11 00:55:11.028,EVT-000403,venta_confirmada,2026-05-11 00:55:11,V48550,C289,JV016,PS5,Yape,María,289.9,1,289.9,desconocido,Normal,Desconocido,0.94,True,2026-05-11 00:55:20.010,6
V10603,2026-05-11 00:55:11.128,EVT-000404,venta_creada,2026-05-11 00:55:11,V10603,C193,JV006,PS5,Tarjeta Débito,María,219.9,1,219.9,desconocido,Normal,Desconocido,0.68,False,2026-05-11 00:55:20.010,6
V10097,2026-05-11 00:55:11.229,EVT-000405,venta_confirmada,2026-05-11 00:55:11,V10097,C271,JV019,Xbox,Plin,Luis,249.9,1,249.9,desconocido,Normal,Desconocido,0.05,False,2026-05-11 00:55:20.010,6
V15688,2026-05-11 00:55:11.330,EVT-000406,envio_preparado,2026-05-11 00:55:11,V15688,C456,JV016,Xbox,Plin,Ana,289.9,1,289.9,desconocido,Normal,Desconocido,0.86,True,2026-05-11 00:55:20.010,6
V00170,2026-05-11 00:55:11.431,EVT-000407,envio_preparado,2026-05-11 00:55:11,V00170,C019,JV016,PC,Efectivo,María,289.9,3,869.7,desconocido,Normal,Desconocido,0.33,False,2026-05-11 00:55:20.010,6
V17694,2026-05-11 00:55:11.533,EVT-000408,venta_creada,2026-05-11 00:55:11,V17694,C288,JV007,PS5,Yape,María,249.9,1,249.9,desconocido,Normal,Desconocido,0.34,False,2026-05-11 00:55:20.010,6
V02170,2026-05-11 00:55:11.634,EVT-000409,pago_aprobado,2026-05-11 00:55:11,V02170,C160,JV006,Xbox,Tarjeta Débito,José,219.9,2,439.8,desconocido,Normal,Desconocido,0.35,False,2026-05-11 00:55:20.010,6
V04336,2026-05-11 00:55:11.735,EVT-000410,envio_preparado,2026-05-11 00:55:11,V04336,C081,JV004,PC,Tarjeta Débito,Luis,279.9,1,279.9,desconocido,Normal,Desconocido,0.41,False,2026-05-11 00:55:20.010,6
V31996,2026-05-11 00:55:11.836,EVT-000411,pago_aprobado,2026-05-11 00:55:11,V31996,C389,JV018,PC,Tarjeta Crédito,María,129.9,3,389.7,desconocido,Normal,Desconocido,0.34,False,2026-05-11 00:55:20.010,6
V32467,2026-05-11 00:55:11.937,EVT-000412,venta_creada,2026-05-11 00:55:11,V32467,C059,JV007,Xbox,Efectivo,José,249.9,1,249.9,desconocido,Normal,Desconocido,0.5,False,2026-05-11 00:55:20.010,6
V42315,2026-05-11 00:55:12.039,EVT-000413,venta_creada,2026-05-11 00:55:12,V42315,C274,JV001,Xbox,Tarjeta Crédito,Luis,299.9,1,299.9,desconocido,Normal,Desconocido,0.67,False,2026-05-11 00:55:20.010,6
V32874,2026-05-11 00:55:12.140,EVT-000414,venta_creada,2026-05-11 00:55:12,V32874,C110,JV002,PS4,Tarjeta Crédito,Ana,249.9,1,249.9,desconocido,Normal,Desconocido,0.92,True,2026-05-11 00:55:20.010,6
V35857,2026-05-11 00:55:12.241,EVT-000415,venta_creada,2026-05-11 00:55:12,V35857,C359,JV009,PS5,Yape,Carlos,199.9,1,199.9,desconocido,Normal,Desconocido,0.06,False,2026-05-11 00:55:20.010,6
V33077,2026-05-11 00:55:12.342,EVT-000416,venta_confirmada,2026-05-11 00:55:12,V33077,C077,JV014,PC,Yape,José,259.9,1,259.9,desconocido,Normal,Desconocido,0.55,False,2026-05-11 00:55:20.010,6
V36071,2026-05-11 00:55:12.443,EVT-000417,venta_completada,2026-05-11 00:55:12,V36071,C191,JV006,PC,Tarjeta Crédito,José,219.9,1,219.9,desconocido,Normal,Desconocido,0.69,False,2026-05-11 00:55:20.010,6
