message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V35310,2026-05-12 00:30:14.080,EVT-000001,pago_aprobado,2026-05-12 00:30:13,V35310,C0391,JV013,PS4,Tarjeta Crédito,María,269.9,1,269.9,Constanza Aramburu Arellano,Silver,San Isidro,0.36,False,2026-05-12 00:30:20.383,11
V41535,2026-05-12 00:30:14.182,EVT-000002,venta_creada,2026-05-12 00:30:14,V41535,C0083,JV009,Switch,Efectivo,José,199.9,1,199.9,Imelda Portillo-Gual,Gold,Los Olivos,0.42,False,2026-05-12 00:30:20.383,11
V38170,2026-05-12 00:30:14.283,EVT-000003,pago_aprobado,2026-05-12 00:30:14,V38170,C0078,JV006,PS5,Efectivo,Ana,219.9,2,439.8,Blas Sancho Gonzalo,Silver,San Borja,0.68,False,2026-05-12 00:30:20.383,11
V25792,2026-05-12 00:30:14.385,EVT-000004,envio_preparado,2026-05-12 00:30:14,V25792,C0494,JV004,Switch,Tarjeta Débito,Ana,279.9,2,559.8,Isabel Falcón Godoy,Platinum,Los Olivos,0.56,False,2026-05-12 00:30:20.383,11
V42546,2026-05-12 00:30:14.487,EVT-000005,venta_completada,2026-05-12 00:30:14,V42546,C0040,JV018,Switch,Efectivo,José,129.9,3,389.7,Albano Herranz Farré,Silver,Jesús María,0.08,False,2026-05-12 00:30:20.383,11
V12099,2026-05-12 00:30:14.588,EVT-000006,venta_confirmada,2026-05-12 00:30:14,V12099,C0014,JV020,PS5,Yape,Ana,179.9,1,179.9,Alejandra Huerta Iriarte,Gold,SJL,0.08,False,2026-05-12 00:30:20.383,11
V23932,2026-05-12 00:30:14.688,EVT-000007,venta_confirmada,2026-05-12 00:30:14,V23932,C0219,JV008,PS5,Efectivo,Luis,239.9,1,239.9,Piedad Benavides-Alegria,Silver,Breña,0.69,False,2026-05-12 00:30:20.383,11
V22046,2026-05-12 00:30:14.789,EVT-000008,pago_aprobado,2026-05-12 00:30:14,V22046,C0257,JV013,PS5,Yape,Carlos,269.9,1,269.9,Toño Ariño Madrigal,Básico,Pueblo Libre,0.31,False,2026-05-12 00:30:20.383,11
V07057,2026-05-12 00:30:14.890,EVT-000009,venta_completada,2026-05-12 00:30:14,V07057,C0439,JV017,Xbox,Yape,Ana,219.9,2,439.8,Pío Goñi Morante,Básico,Miraflores,0.84,True,2026-05-12 00:30:20.383,11
V27970,2026-05-12 00:30:14.991,EVT-000010,venta_completada,2026-05-12 00:30:14,V27970,C0356,JV006,PS5,Yape,Carlos,219.9,2,439.8,Angelita Galán Planas,Gold,Miraflores,0.67,False,2026-05-12 00:30:20.383,11
V41981,2026-05-12 00:30:15.093,EVT-000011,venta_creada,2026-05-12 00:30:15,V41981,C0357,JV020,Xbox,Efectivo,José,179.9,1,179.9,Alejo Menendez Quirós,Básico,Breña,0.28,False,2026-05-12 00:30:20.383,11
V26783,2026-05-12 00:30:15.199,EVT-000012,venta_completada,2026-05-12 00:30:15,V26783,C0177,JV015,Xbox,Yape,Carlos,239.9,2,479.8,Porfirio Vicens-Casal,Gold,Pueblo Libre,0.44,False,2026-05-12 00:30:20.383,11
V43038,2026-05-12 00:30:15.299,EVT-000013,venta_confirmada,2026-05-12 00:30:15,V43038,C0065,JV012,PS5,Yape,Carlos,189.9,3,569.7,Verónica Atienza Barrena,Básico,San Miguel,0.64,False,2026-05-12 00:30:20.383,11
V03094,2026-05-12 00:30:15.400,EVT-000014,envio_preparado,2026-05-12 00:30:15,V03094,C0045,JV009,Switch,Yape,Ana,199.9,3,599.7,Abraham del Hidalgo,Silver,Pueblo Libre,0.24,False,2026-05-12 00:30:20.383,11
V17092,2026-05-12 00:30:15.500,EVT-000015,venta_creada,2026-05-12 00:30:15,V17092,C0360,JV006,PS5,Plin,María,219.9,1,219.9,Xiomara Heras Barberá,Gold,Comas,0.16,False,2026-05-12 00:30:20.383,11
V31385,2026-05-12 00:30:15.601,EVT-000016,pago_aprobado,2026-05-12 00:30:15,V31385,C0051,JV007,PS5,Yape,Luis,249.9,1,249.9,Carmelo Folch Parra,Básico,SJL,0.39,False,2026-05-12 00:30:20.383,11
V43070,2026-05-12 00:30:15.702,EVT-000017,venta_completada,2026-05-12 00:30:15,V43070,C0424,JV003,PC,Efectivo,María,229.9,1,229.9,Leonor Zurita Vendrell,Gold,San Miguel,0.68,False,2026-05-12 00:30:20.383,11
V31168,2026-05-12 00:30:15.802,EVT-000018,venta_creada,2026-05-12 00:30:15,V31168,C0375,JV015,PS5,Efectivo,Carlos,239.9,2,479.8,Isabel Rivero,Platinum,SJL,0.76,True,2026-05-12 00:30:20.383,11
V27785,2026-05-12 00:30:15.903,EVT-000019,venta_cancelada,2026-05-12 00:30:15,V27785,C0436,JV002,PS5,Tarjeta Crédito,José,249.9,3,749.7,Eva María Cases Vaquero,Gold,Breña,0.61,False,2026-05-12 00:30:20.383,11
V03682,2026-05-12 00:30:16.004,EVT-000020,envio_preparado,2026-05-12 00:30:16,V03682,C0480,JV002,PS5,Yape,Luis,249.9,1,249.9,Hugo Nevado Iglesias,Básico,Callao,0.6,False,2026-05-12 00:30:20.383,11
V21951,2026-05-12 00:30:16.104,EVT-000021,venta_completada,2026-05-12 00:30:16,V21951,C0243,JV014,PS4,Plin,José,259.9,1,259.9,Edelmiro Espada Vara,Gold,SJL,0.61,False,2026-05-12 00:30:20.383,11
V14511,2026-05-12 00:30:16.205,EVT-000022,pago_aprobado,2026-05-12 00:30:16,V14511,C0115,JV001,PS5,Efectivo,Carlos,299.9,1,299.9,Lourdes Seco Benavente,Gold,La Molina,0.76,True,2026-05-12 00:30:20.383,11
V31601,2026-05-12 00:30:16.306,EVT-000023,venta_confirmada,2026-05-12 00:30:16,V31601,C0210,JV005,PS5,Plin,José,299.9,1,299.9,Albano Raya Piña,Básico,San Miguel,0.51,False,2026-05-12 00:30:20.383,11
V11784,2026-05-12 00:30:16.406,EVT-000024,venta_creada,2026-05-12 00:30:16,V11784,C0093,JV017,PS5,Yape,José,219.9,2,439.8,Rebeca Coello Reguera,Básico,San Isidro,0.71,False,2026-05-12 00:30:20.383,11
V05586,2026-05-12 00:30:16.507,EVT-000025,venta_confirmada,2026-05-12 00:30:16,V05586,C0334,JV017,PS5,Tarjeta Débito,José,219.9,1,219.9,Angélica Clemente Niño,Platinum,Los Olivos,0.95,True,2026-05-12 00:30:20.383,11
V48099,2026-05-12 00:30:16.608,EVT-000026,pago_aprobado,2026-05-12 00:30:16,V48099,C0176,JV003,Switch,Tarjeta Débito,Carlos,229.9,1,229.9,Diego Iniesta Lara,Básico,Surquillo,0.08,False,2026-05-12 00:30:20.383,11
V10718,2026-05-12 00:30:16.708,EVT-000027,venta_confirmada,2026-05-12 00:30:16,V10718,C0449,JV011,PS5,Yape,Carlos,219.9,1,219.9,Ana Frutos Recio,Platinum,San Borja,0.76,True,2026-05-12 00:30:20.383,11
V25992,2026-05-12 00:30:16.809,EVT-000028,venta_creada,2026-05-12 00:30:16,V25992,C0066,JV016,PS5,Tarjeta Crédito,Luis,289.9,1,289.9,Eugenio Gimenez Bolaños,Básico,San Borja,0.57,False,2026-05-12 00:30:20.383,11
V30578,2026-05-12 00:30:16.909,EVT-000029,venta_creada,2026-05-12 00:30:16,V30578,C0194,JV014,PS4,Efectivo,María,259.9,3,779.7,Flavio Ibarra Blázquez,Platinum,Lince,0.26,False,2026-05-12 00:30:20.383,11
V49329,2026-05-12 00:30:17.016,EVT-000030,venta_confirmada,2026-05-12 00:30:17,V49329,C0250,JV012,PS4,Tarjeta Crédito,José,189.9,1,189.9,Áurea Arjona Santos,Silver,Comas,0.03,False,2026-05-12 00:30:20.383,11
V36778,2026-05-12 00:30:17.125,EVT-000031,venta_confirmada,2026-05-12 00:30:17,V36778,C0342,JV013,PS5,Tarjeta Crédito,Luis,269.9,3,809.7,Elvira del Huguet,Gold,Callao,0.51,False,2026-05-12 00:30:20.383,11
V09784,2026-05-12 00:30:17.226,EVT-000032,venta_creada,2026-05-12 00:30:17,V09784,C0101,JV012,Xbox,Tarjeta Crédito,Ana,189.9,1,189.9,Paloma Jara,Silver,SJL,0.03,False,2026-05-12 00:30:20.383,11
V00881,2026-05-12 00:30:17.327,EVT-000033,venta_cancelada,2026-05-12 00:30:17,V00881,C0191,JV010,PS5,Efectivo,José,229.9,3,689.7,Teodora del Contreras,Silver,Pueblo Libre,0.08,False,2026-05-12 00:30:20.383,11
V36912,2026-05-12 00:30:17.428,EVT-000034,venta_creada,2026-05-12 00:30:17,V36912,C0369,JV006,PS5,Tarjeta Crédito,María,219.9,1,219.9,Tania del Jordán,Gold,Surco,0.61,False,2026-05-12 00:30:20.383,11
V19176,2026-05-12 00:30:17.528,EVT-000035,venta_creada,2026-05-12 00:30:17,V19176,C0414,JV011,PS5,Plin,Ana,219.9,2,439.8,Luna Miguel Barroso,Gold,Breña,0.19,False,2026-05-12 00:30:20.383,11
V08353,2026-05-12 00:30:17.629,EVT-000036,venta_completada,2026-05-12 00:30:17,V08353,C0008,JV011,PS5,Efectivo,José,219.9,1,219.9,Juan Tenorio Vergara,Gold,Breña,0.52,False,2026-05-12 00:30:20.383,11
V06393,2026-05-12 00:30:17.730,EVT-000037,venta_creada,2026-05-12 00:30:17,V06393,C0357,JV003,Xbox,Tarjeta Débito,Carlos,229.9,1,229.9,Alejo Menendez Quirós,Básico,Breña,0.56,False,2026-05-12 00:30:20.383,11
V31438,2026-05-12 00:30:17.831,EVT-000038,venta_creada,2026-05-12 00:30:17,V31438,C0061,JV009,Switch,Plin,José,199.9,1,199.9,Georgina Ortiz Carro,Silver,San Miguel,0.64,False,2026-05-12 00:30:20.383,11
V27433,2026-05-12 00:30:17.932,EVT-000039,venta_creada,2026-05-12 00:30:17,V27433,C0232,JV019,Switch,Tarjeta Crédito,Luis,249.9,1,249.9,Luisina Villa Abascal,Gold,Callao,0.78,True,2026-05-12 00:30:20.383,11
V15091,2026-05-12 00:30:18.033,EVT-000040,envio_preparado,2026-05-12 00:30:18,V15091,C0078,JV010,PC,Efectivo,Carlos,229.9,1,229.9,Blas Sancho Gonzalo,Silver,San Borja,0.56,False,2026-05-12 00:30:20.383,11
V33500,2026-05-12 00:30:18.134,EVT-000041,venta_confirmada,2026-05-12 00:30:18,V33500,C0424,JV008,Xbox,Yape,Luis,239.9,2,479.8,Leonor Zurita Vendrell,Gold,San Miguel,0.03,False,2026-05-12 00:30:20.383,11
V19123,2026-05-12 00:30:18.235,EVT-000042,venta_creada,2026-05-12 00:30:18,V19123,C0086,JV014,PS4,Efectivo,Ana,259.9,1,259.9,Chucho Muro Pedrosa,Silver,Jesús María,0.75,True,2026-05-12 00:30:20.383,11
V26636,2026-05-12 00:30:18.335,EVT-000043,venta_confirmada,2026-05-12 00:30:18,V26636,C0116,JV012,Xbox,Tarjeta Débito,Carlos,189.9,1,189.9,Julio César Cosme Tudela Blanca,Platinum,Los Olivos,0.5,False,2026-05-12 00:30:20.383,11
V26392,2026-05-12 00:30:18.436,EVT-000044,envio_preparado,2026-05-12 00:30:18,V26392,C0025,JV019,Switch,Efectivo,Luis,249.9,2,499.8,Rodrigo Juan Morante,Platinum,San Borja,0.61,False,2026-05-12 00:30:20.383,11
V19718,2026-05-12 00:30:18.536,EVT-000045,venta_cancelada,2026-05-12 00:30:18,V19718,C0301,JV014,PS5,Plin,Luis,259.9,3,779.7,Mireia Bautista Naranjo,Platinum,Breña,0.54,False,2026-05-12 00:30:20.383,11
V33914,2026-05-12 00:30:18.637,EVT-000046,venta_creada,2026-05-12 00:30:18,V33914,C0243,JV014,PC,Tarjeta Débito,Ana,259.9,3,779.7,Edelmiro Espada Vara,Gold,SJL,0.91,True,2026-05-12 00:30:20.383,11
V17244,2026-05-12 00:30:18.738,EVT-000047,venta_creada,2026-05-12 00:30:18,V17244,C0217,JV002,PS5,Efectivo,José,249.9,1,249.9,Sol Alemán Gallardo,Básico,Comas,0.4,False,2026-05-12 00:30:20.383,11
V07418,2026-05-12 00:30:18.838,EVT-000048,venta_completada,2026-05-12 00:30:18,V07418,C0392,JV011,PS5,Tarjeta Débito,Carlos,219.9,2,439.8,Manolo Mateo Barros,Básico,Pueblo Libre,0.31,False,2026-05-12 00:30:20.383,11
V48561,2026-05-12 00:30:18.939,EVT-000049,envio_preparado,2026-05-12 00:30:18,V48561,C0030,JV013,PS4,Yape,Ana,269.9,1,269.9,Demetrio Borja Salinas,Gold,San Miguel,0.21,False,2026-05-12 00:30:20.383,11
V25047,2026-05-12 00:30:19.040,EVT-000050,envio_preparado,2026-05-12 00:30:19,V25047,C0007,JV016,PS5,Tarjeta Débito,Luis,289.9,1,289.9,Sara Villegas-Gallart,Gold,San Isidro,0.63,False,2026-05-12 00:30:20.383,11
V39715,2026-05-12 00:30:19.140,EVT-000051,envio_preparado,2026-05-12 00:30:19,V39715,C0374,JV006,PC,Plin,Ana,219.9,1,219.9,Adela Castillo,Gold,Surco,0.69,False,2026-05-12 00:30:20.383,11
V19828,2026-05-12 00:30:19.241,EVT-000052,venta_completada,2026-05-12 00:30:19,V19828,C0006,JV011,PC,Efectivo,José,219.9,1,219.9,Iker Castro Baeza,Gold,Comas,0.32,False,2026-05-12 00:30:20.383,11
V11869,2026-05-12 00:30:19.342,EVT-000053,venta_completada,2026-05-12 00:30:19,V11869,C0037,JV017,PS5,Plin,Luis,219.9,2,439.8,Carmelita Díez Llano,Silver,San Miguel,0.6,False,2026-05-12 00:30:20.383,11
V38762,2026-05-12 00:30:19.442,EVT-000054,venta_completada,2026-05-12 00:30:19,V38762,C0380,JV018,Xbox,Yape,María,129.9,1,129.9,Alberto Elorza Redondo,Gold,Surco,0.19,False,2026-05-12 00:30:20.383,11
V46029,2026-05-12 00:30:19.543,EVT-000055,pago_aprobado,2026-05-12 00:30:19,V46029,C0105,JV020,PC,Efectivo,Carlos,179.9,1,179.9,Wilfredo Abellán Lopez,Básico,San Isidro,0.71,False,2026-05-12 00:30:20.383,11
V14488,2026-05-12 00:30:19.644,EVT-000056,venta_creada,2026-05-12 00:30:19,V14488,C0104,JV014,PC,Tarjeta Débito,Luis,259.9,2,519.8,Valentina Quero Agudo,Silver,Pueblo Libre,0.05,False,2026-05-12 00:30:20.383,11
V38845,2026-05-12 00:30:19.744,EVT-000057,pago_aprobado,2026-05-12 00:30:19,V38845,C0278,JV006,Xbox,Efectivo,Luis,219.9,2,439.8,Baldomero Esteve Torralba,Gold,San Borja,0.76,True,2026-05-12 00:30:20.383,11
V39689,2026-05-12 00:30:19.845,EVT-000058,venta_creada,2026-05-12 00:30:19,V39689,C0209,JV006,Switch,Yape,Luis,219.9,1,219.9,Jennifer Izaguirre,Platinum,Surquillo,0.75,True,2026-05-12 00:30:20.383,11
V04113,2026-05-12 00:30:19.945,EVT-000059,venta_creada,2026-05-12 00:30:19,V04113,C0292,JV019,Switch,Yape,José,249.9,1,249.9,Lucas Mayoral Alonso,Platinum,Surco,0.12,False,2026-05-12 00:30:20.383,11
V31252,2026-05-12 00:30:20.053,EVT-000060,envio_preparado,2026-05-12 00:30:20,V31252,C0012,JV018,Switch,Tarjeta Débito,José,129.9,1,129.9,Juan Antonio Beltran Andrade,Silver,Miraflores,0.54,False,2026-05-12 00:30:20.383,11
V12950,2026-05-12 00:30:20.154,EVT-000061,envio_preparado,2026-05-12 00:30:20,V12950,C0346,JV014,Xbox,Plin,Ana,259.9,2,519.8,Emperatriz Larrañaga-Vélez,Platinum,Breña,0.26,False,2026-05-12 00:30:20.383,11
V04888,2026-05-12 00:30:20.254,EVT-000062,venta_confirmada,2026-05-12 00:30:20,V04888,C0156,JV009,Switch,Plin,José,199.9,3,599.7,Edelmira Arnal Castell,Básico,La Molina,0.87,True,2026-05-12 00:30:20.383,11
V48905,2026-05-12 00:30:20.356,EVT-000063,venta_cancelada,2026-05-12 00:30:20,V48905,C0100,JV015,PS5,Yape,Luis,239.9,1,239.9,Amado David Valencia Chaparro,Platinum,La Molina,0.75,True,2026-05-12 00:30:20.383,11
