message_key,kafka_timestamp,event_id,event_type,event_timestamp,venta_id,cliente_id,juego_id,plataforma,metodo_pago,vendedor,precio,cantidad,total,cliente_nombre,nivel_membresia,distrito,riesgo_fraude,venta_riesgosa,processing_timestamp,batch_id
V04320,2026-05-12 00:51:51.193,EVT-001193,envio_preparado,2026-05-12 00:51:51,V04320,C0002,JV016,PS5,Tarjeta Débito,José,289.9,1,289.9,León Sans Oller,Básico,Comas,0.31,False,2026-05-12 00:52:00.983,20
V19611,2026-05-12 00:51:51.317,EVT-001194,envio_preparado,2026-05-12 00:51:51,V19611,C0068,JV015,PC,Tarjeta Débito,Luis,239.9,3,719.7,Gregorio Álvaro Llobet,Silver,San Miguel,0.27,False,2026-05-12 00:52:00.983,20
V47814,2026-05-12 00:51:51.418,EVT-001195,venta_confirmada,2026-05-12 00:51:51,V47814,C0338,JV010,PC,Yape,Carlos,229.9,2,459.8,Poncio Leocadio Delgado Pina,Platinum,San Isidro,0.47,False,2026-05-12 00:52:00.983,20
V33401,2026-05-12 00:51:51.526,EVT-001196,venta_confirmada,2026-05-12 00:51:51,V33401,C0058,JV001,PS5,Yape,Ana,299.9,1,299.9,Lupe Escolano Saavedra,Platinum,Miraflores,0.26,False,2026-05-12 00:52:00.983,20
V07157,2026-05-12 00:51:51.659,EVT-001197,venta_creada,2026-05-12 00:51:51,V07157,C0178,JV017,PS5,Yape,Luis,219.9,2,439.8,Carla Antón Carbonell,Gold,SJL,0.85,True,2026-05-12 00:52:00.983,20
V12589,2026-05-12 00:51:51.832,EVT-001198,venta_creada,2026-05-12 00:51:51,V12589,C0396,JV008,PS5,Plin,Carlos,239.9,1,239.9,Marcela de Rozas,Básico,Surquillo,0.05,False,2026-05-12 00:52:00.983,20
V40777,2026-05-12 00:51:51.934,EVT-001199,venta_confirmada,2026-05-12 00:51:51,V40777,C0205,JV003,PS5,Plin,José,229.9,3,689.7,Narcisa Barón-Montaña,Silver,Surquillo,0.71,False,2026-05-12 00:52:00.983,20
V41184,2026-05-12 00:51:52.093,EVT-001200,venta_creada,2026-05-12 00:51:52,V41184,C0056,JV011,PS5,Tarjeta Débito,Luis,219.9,1,219.9,Vicenta Guillén,Platinum,Comas,0.8,True,2026-05-12 00:52:00.983,20
V13067,2026-05-12 00:51:52.196,EVT-001201,venta_creada,2026-05-12 00:51:52,V13067,C0225,JV013,PS5,Yape,María,269.9,2,539.8,Micaela Calleja-Nicolás,Platinum,Los Olivos,0.77,True,2026-05-12 00:52:00.983,20
V23836,2026-05-12 00:51:52.299,EVT-001202,pago_aprobado,2026-05-12 00:51:52,V23836,C0060,JV006,PS5,Yape,José,219.9,2,439.8,Ariel Juliá Jordán,Silver,Surco,0.4,False,2026-05-12 00:52:00.983,20
V16697,2026-05-12 00:51:52.403,EVT-001203,envio_preparado,2026-05-12 00:51:52,V16697,C0072,JV020,Xbox,Tarjeta Débito,Ana,179.9,2,359.8,Azahar Conde Haro,Gold,San Borja,0.87,True,2026-05-12 00:52:00.983,20
V38327,2026-05-12 00:51:52.505,EVT-001204,venta_confirmada,2026-05-12 00:51:52,V38327,C0040,JV003,PS5,Tarjeta Débito,Carlos,229.9,1,229.9,Albano Herranz Farré,Silver,Jesús María,0.47,False,2026-05-12 00:52:00.983,20
V26447,2026-05-12 00:51:52.607,EVT-001205,venta_creada,2026-05-12 00:51:52,V26447,C0289,JV013,PS4,Plin,Carlos,269.9,3,809.7,José Roma Quevedo,Básico,Pueblo Libre,0.39,False,2026-05-12 00:52:00.983,20
V19943,2026-05-12 00:51:52.708,EVT-001206,venta_completada,2026-05-12 00:51:52,V19943,C0452,JV020,PS5,Yape,Luis,179.9,1,179.9,Noemí Luque Roig,Platinum,Callao,0.12,False,2026-05-12 00:52:00.983,20
V06578,2026-05-12 00:51:52.809,EVT-001207,envio_preparado,2026-05-12 00:51:52,V06578,C0288,JV005,PS5,Efectivo,María,299.9,1,299.9,Sol Pozo Company,Básico,San Borja,0.88,True,2026-05-12 00:52:00.983,20
V35306,2026-05-12 00:51:52.911,EVT-001208,pago_aprobado,2026-05-12 00:51:52,V35306,C0472,JV014,PC,Plin,Ana,259.9,3,779.7,Óscar Nuñez Olivé,Gold,Los Olivos,0.47,False,2026-05-12 00:52:00.983,20
